annotation_lbl,category,num_distinct_lbls
attack_nn_10_17_81_88,2,1
attack_nn_113_119_107_113,3,1
attack_nn_113_119_10_16,2,1
attack_nn_113_119_150_156,3,3
attack_nn_113_119_166_172,4,1
attack_nn_113_119_176_182,3,3
attack_nn_113_119_563_569,2,1
attack_nn_113_119_62_68,2,1
attack_nn_113_119_81_88,4,1
attack_nn_118_124_13_19,4,2
attack_nn_118_124_176_182,2,1
attack_nn_118_125_13_19,4,1
attack_nn_118_125_176_182,3,2
attack_nn_118_125_43_49,0,1
attack_nn_118_125_59_65,0,1
attack_nn_11_17_123_130,3,2
attack_nn_11_17_131_137,3,2
attack_nn_11_17_246_252,3,2
attack_nn_11_17_55_61,4,1
attack_nn_121_128_103_110,2,1
attack_nn_121_128_123_130,3,3
attack_nn_121_128_161_167,4,4
attack_nn_121_128_33_39,4,1
attack_nn_122_128_123_130,3,2
attack_nn_122_128_13_19,2,1
attack_nn_122_128_176_182,3,2
attack_nn_122_128_184_191,3,4
attack_nn_122_128_54_60,4,2
attack_nn_122_128_97_103,2,1
attack_nn_123_130_104_110,3,3
attack_nn_123_130_105_111,4,2
attack_nn_123_130_10_16,2,1
attack_nn_123_130_13_19,3,5
attack_nn_123_130_15_21,2,1
attack_nn_123_130_45_52,4,1
attack_nn_123_130_4_10,3,1
attack_nn_123_130_53_60,4,1
attack_nn_123_130_56_62,3,1
attack_nn_123_130_9_15,3,1
attack_nn_124_131_123_130,3,1
attack_nn_124_131_131_137,3,3
attack_nn_124_131_189_195,3,2
attack_nn_125_131_123_130,3,1
attack_nn_125_131_126_132,4,1
attack_nn_125_131_15_21,4,1
attack_nn_125_131_161_167,4,1
attack_nn_126_132_123_130,3,1
attack_nn_126_132_35_41,4,2
attack_nn_126_132_95_101,2,1
attack_nn_130_136_108_114,2,1
attack_nn_130_136_123_130,3,3
attack_nn_130_136_176_182,3,2
attack_nn_130_136_184_191,3,2
attack_nn_130_136_49_55,2,1
attack_nn_130_136_54_60,4,1
attack_nn_130_136_58_64,3,3
attack_nn_131_137_176_182,2,2
attack_nn_131_137_281_287,3,1
attack_nn_131_137_54_60,2,3
attack_nn_131_137_563_569,2,1
attack_nn_131_137_66_72,4,1
attack_nn_131_137_75_82,3,1
attack_nn_134_140_107_113,2,1
attack_nn_134_140_10_17,3,3
attack_nn_134_140_113_119,2,1
attack_nn_134_140_14_20,4,2
attack_nn_134_140_161_167,4,3
attack_nn_134_140_176_182,3,3
attack_nn_134_140_311_317,2,1
attack_nn_134_140_66_72,3,2
attack_nn_134_140_97_104,3,1
attack_nn_135_141_176_182,3,2
attack_nn_135_141_38_44,4,2
attack_nn_137_143_123_130,3,2
attack_nn_137_143_125_131,4,1
attack_nn_137_143_161_167,4,1
attack_nn_137_143_55_62,3,2
attack_nn_13_19_13_19,3,3
attack_nn_13_19_161_167,3,2
attack_nn_13_19_176_182,3,3
attack_nn_13_19_184_191,3,1
attack_nn_13_19_33_39,4,1
attack_nn_13_19_38_44,3,3
attack_nn_13_19_4_10,3,1
attack_nn_13_19_58_64,3,1
attack_nn_13_19_81_88,2,1
attack_nn_13_20_176_182,3,2
attack_nn_13_20_311_317,4,1
attack_nn_13_20_31_37,2,1
attack_nn_13_20_54_60,4,1
attack_nn_141_147_13_19,4,2
attack_nn_141_147_176_182,2,1
attack_nn_141_147_99_106,4,1
attack_nn_141_148_123_130,3,4
attack_nn_141_148_135_141,4,1
attack_nn_141_148_158_164,4,2
attack_nn_141_148_21_27,4,1
attack_nn_141_148_31_37,2,1
attack_nn_141_148_38_44,3,2
attack_nn_141_148_51_57,3,1
attack_nn_141_148_97_104,3,2
attack_nn_144_150_146_152,2,1
attack_nn_144_150_176_182,3,3
attack_nn_144_150_4_10,4,1
attack_nn_144_151_176_182,3,2
attack_nn_144_151_184_191,3,2
attack_nn_144_151_61_67,2,1
attack_nn_144_151_71_78,2,1
attack_nn_146_152_107_113,2,1
attack_nn_146_152_123_130,4,1
attack_nn_146_152_4_10,3,5
attack_nn_147_153_154_161,0,1
attack_nn_147_153_176_182,3,2
attack_nn_147_153_311_317,4,1
attack_nn_147_153_38_44,3,3
attack_nn_148_154_103_109,4,1
attack_nn_148_154_123_130,3,1
attack_nn_148_154_58_64,3,3
attack_nn_14_20_102_108,4,2
attack_nn_14_20_13_19,3,3
attack_nn_14_20_146_152,4,2
attack_nn_14_20_176_182,3,2
attack_nn_14_20_181_187,2,1
attack_nn_14_21_123_130,3,2
attack_nn_14_21_205_212,2,1
attack_nn_14_21_563_569,4,1
attack_nn_150_156_103_110,2,1
attack_nn_150_156_131_137,3,1
attack_nn_150_156_58_64,3,3
attack_nn_154_160_123_130,3,3
attack_nn_154_160_13_19,4,3
attack_nn_154_160_158_164,4,1
attack_nn_154_160_27_34,3,1
attack_nn_154_160_31_37,3,2
attack_nn_154_160_71_77,2,1
attack_nn_154_161_176_182,2,1
attack_nn_154_161_563_569,4,1
attack_nn_157_164_103_109,2,2
attack_nn_157_164_176_182,3,1
attack_nn_157_164_35_41,4,2
attack_nn_157_164_71_78,3,1
attack_nn_158_164_13_19,4,2
attack_nn_158_164_176_182,3,2
attack_nn_158_164_205_212,2,1
attack_nn_158_164_4_10,3,3
attack_nn_158_164_53_59,2,1
attack_nn_158_164_58_64,3,1
attack_nn_158_164_69_75,3,2
attack_nn_158_164_81_88,2,1
attack_nn_15_21_123_130,4,2
attack_nn_15_21_212_218,4,1
attack_nn_15_21_231_237,2,1
attack_nn_15_21_38_44,4,1
attack_nn_161_167_102_108,3,1
attack_nn_161_167_176_182,3,3
attack_nn_161_167_179_185,4,1
attack_nn_161_167_24_30,4,1
attack_nn_166_172_123_130,2,1
attack_nn_166_172_13_19,4,4
attack_nn_166_172_176_182,3,2
attack_nn_168_174_174_181,4,1
attack_nn_168_174_176_182,4,2
attack_nn_168_174_4_10,3,1
attack_nn_168_174_66_72,4,1
attack_nn_171_177_118_125,2,1
attack_nn_171_177_123_130,3,1
attack_nn_171_177_13_19,4,1
attack_nn_171_177_176_182,3,3
attack_nn_171_177_58_64,3,2
attack_nn_171_177_81_88,3,3
attack_nn_171_177_83_89,2,1
attack_nn_172_178_176_182,3,2
attack_nn_172_178_22_28,2,1
attack_nn_172_178_563_569,4,1
attack_nn_174_181_161_167,4,1
attack_nn_174_181_176_182,3,3
attack_nn_174_181_53_60,4,1
attack_nn_176_182_103_109,3,2
attack_nn_176_182_107_113,3,2
attack_nn_176_182_107_114,3,1
attack_nn_176_182_109_115,4,1
attack_nn_176_182_10_17,2,1
attack_nn_176_182_118_124,2,1
attack_nn_176_182_118_125,3,1
attack_nn_176_182_123_130,3,4
attack_nn_176_182_131_137,4,2
attack_nn_176_182_135_141,3,2
attack_nn_176_182_13_19,2,2
attack_nn_176_182_141_147,2,1
attack_nn_176_182_150_156,3,2
attack_nn_176_182_161_167,3,2
attack_nn_176_182_166_172,2,1
attack_nn_176_182_168_174,3,2
attack_nn_176_182_171_177,4,1
attack_nn_176_182_204_210,2,1
attack_nn_176_182_22_28,2,2
attack_nn_176_182_23_29,3,3
attack_nn_176_182_251_257,2,1
attack_nn_176_182_32_38,2,1
attack_nn_176_182_389_395,4,2
attack_nn_176_182_38_44,3,4
attack_nn_176_182_44_50,3,4
attack_nn_176_182_46_52,3,1
attack_nn_176_182_4_10,3,1
attack_nn_176_182_4_11,3,1
attack_nn_176_182_55_62,2,1
attack_nn_176_182_66_72,3,2
attack_nn_176_182_68_74,2,2
attack_nn_176_182_81_87,4,1
attack_nn_176_182_83_89,3,1
attack_nn_176_182_88_94,3,1
attack_nn_176_182_95_101,0,1
attack_nn_179_185_176_182,3,1
attack_nn_179_185_389_395,0,1
attack_nn_179_185_51_57,2,1
attack_nn_179_185_54_60,3,2
attack_nn_17_23_123_130,3,1
attack_nn_17_23_563_569,4,2
attack_nn_181_187_123_130,3,1
attack_nn_181_187_58_64,4,1
attack_nn_183_190_176_182,3,3
attack_nn_183_190_54_60,4,1
attack_nn_183_190_97_103,3,1
attack_nn_184_191_10_16,4,1
attack_nn_184_191_13_19,3,1
attack_nn_184_191_38_44,3,2
attack_nn_184_191_58_64,3,1
attack_nn_184_191_69_75,4,2
attack_nn_186_192_123_130,3,1
attack_nn_186_192_158_164,4,1
attack_nn_189_195_123_130,3,1
attack_nn_189_195_13_19,4,2
attack_nn_189_195_4_10,2,1
attack_nn_191_197_123_130,3,2
attack_nn_191_197_38_44,3,3
attack_nn_191_197_4_11,3,1
attack_nn_191_197_54_60,3,1
attack_nn_192_198_122_128,2,1
attack_nn_192_198_176_182,3,3
attack_nn_192_198_4_10,3,2
attack_nn_195_201_134_140,2,1
attack_nn_195_201_13_19,4,1
attack_nn_195_201_176_182,3,3
attack_nn_199_206_134_140,4,1
attack_nn_199_206_176_182,4,1
attack_nn_199_206_250_256,2,1
attack_nn_199_206_31_37,3,1
attack_nn_199_206_4_10,3,3
attack_nn_19_26_123_130,3,2
attack_nn_19_26_189_195,4,1
attack_nn_19_26_4_10,3,1
attack_nn_204_210_144_151,4,2
attack_nn_204_210_176_182,4,2
attack_nn_204_210_184_191,4,1
attack_nn_204_210_250_256,4,1
attack_nn_204_210_35_41,0,1
attack_nn_205_212_10_16,4,2
attack_nn_205_212_123_130,4,1
attack_nn_205_212_14_20,3,2
attack_nn_205_212_158_164,2,2
attack_nn_205_212_231_237,4,2
attack_nn_205_212_246_252,1,1
attack_nn_205_212_25_31,4,2
attack_nn_205_212_31_37,3,2
attack_nn_205_212_38_44,3,2
attack_nn_205_212_44_50,4,2
attack_nn_205_212_66_72,3,2
attack_nn_205_212_97_104,3,2
attack_nn_20_26_123_130,3,2
attack_nn_20_26_184_191,3,4
attack_nn_212_218_10_17,3,2
attack_nn_212_218_123_130,2,2
attack_nn_212_218_134_140,3,2
attack_nn_212_218_176_182,3,1
attack_nn_212_218_179_185,2,1
attack_nn_212_218_58_64,3,3
attack_nn_212_218_69_75,3,2
attack_nn_212_218_97_104,2,2
attack_nn_212_218_9_15,0,1
attack_nn_21_27_104_110,0,1
attack_nn_21_27_176_182,4,1
attack_nn_21_27_58_64,3,1
attack_nn_227_233_176_182,3,1
attack_nn_227_233_255_261,3,1
attack_nn_227_233_69_75,3,2
attack_nn_22_28_108_114,3,2
attack_nn_22_28_130_136,2,1
attack_nn_22_28_134_140,3,1
attack_nn_22_28_150_156,2,1
attack_nn_22_28_171_177,2,1
attack_nn_22_28_176_182,3,3
attack_nn_22_28_17_23,0,1
attack_nn_22_28_255_261,3,1
attack_nn_22_28_31_37,3,1
attack_nn_22_28_81_88,2,1
attack_nn_22_29_171_177,3,1
attack_nn_22_29_176_182,4,1
attack_nn_22_29_58_64,3,1
attack_nn_22_29_9_15,0,1
attack_nn_231_237_176_182,3,1
attack_nn_231_237_212_218,3,2
attack_nn_231_237_35_41,4,2
attack_nn_23_29_104_110,0,1
attack_nn_23_29_158_164,4,2
attack_nn_23_29_176_182,2,1
attack_nn_23_29_97_104,2,2
attack_nn_246_252_176_182,3,1
attack_nn_246_252_46_52,4,1
attack_nn_246_252_69_75,3,4
attack_nn_24_30_123_130,3,1
attack_nn_24_30_35_41,3,1
attack_nn_250_256_150_156,3,4
attack_nn_250_256_176_182,3,1
attack_nn_251_257_158_164,3,3
attack_nn_251_257_176_182,4,2
attack_nn_255_261_103_110,2,1
attack_nn_255_261_10_17,3,2
attack_nn_255_261_134_140,3,3
attack_nn_255_261_176_182,4,1
attack_nn_255_261_31_37,2,1
attack_nn_255_261_81_88,4,1
attack_nn_25_31_107_113,3,1
attack_nn_25_31_134_140,4,2
attack_nn_25_31_176_182,2,2
attack_nn_25_31_255_261,2,1
attack_nn_25_31_4_10,3,2
attack_nn_267_273_123_130,3,2
attack_nn_267_273_13_19,4,3
attack_nn_267_273_212_218,2,1
attack_nn_277_284_123_130,3,2
attack_nn_277_284_131_137,2,1
attack_nn_277_284_13_19,4,1
attack_nn_277_284_189_195,4,3
attack_nn_277_284_44_50,3,3
attack_nn_277_284_66_72,2,1
attack_nn_277_284_71_77,2,1
attack_nn_27_33_141_148,2,1
attack_nn_27_33_176_182,3,1
attack_nn_27_33_183_190,4,2
attack_nn_27_33_38_44,2,1
attack_nn_27_33_69_75,4,1
attack_nn_27_34_102_108,3,2
attack_nn_27_34_10_16,2,2
attack_nn_27_34_148_154,2,1
attack_nn_27_34_14_20,3,2
attack_nn_27_34_176_182,2,1
attack_nn_27_34_205_212,3,2
attack_nn_27_34_22_28,3,2
attack_nn_27_34_31_37,4,3
attack_nn_27_34_389_395,2,2
attack_nn_27_34_44_50,3,2
attack_nn_27_34_61_67,3,2
attack_nn_27_34_66_72,3,2
attack_nn_27_34_69_75,3,3
attack_nn_281_287_123_130,3,1
attack_nn_281_287_131_137,2,1
attack_nn_284_290_123_130,3,1
attack_nn_284_290_161_167,4,1
attack_nn_284_290_71_78,2,1
attack_nn_287_294_123_130,3,3
attack_nn_287_294_146_152,2,1
attack_nn_287_294_31_37,1,1
attack_nn_287_294_38_44,3,3
attack_nn_28_34_123_130,3,2
attack_nn_28_34_38_44,4,1
attack_nn_29_35_123_130,3,1
attack_nn_29_35_38_44,4,1
attack_nn_29_35_66_72,2,1
attack_nn_311_317_104_110,4,1
attack_nn_311_317_135_141,4,1
attack_nn_311_317_176_182,3,2
attack_nn_311_317_19_26,4,1
attack_nn_311_317_20_26,2,1
attack_nn_311_317_22_29,0,1
attack_nn_311_317_563_569,3,2
attack_nn_311_317_68_74,3,1
attack_nn_311_318_131_137,4,1
attack_nn_311_318_141_148,2,1
attack_nn_311_318_172_178,2,1
attack_nn_311_318_176_182,3,3
attack_nn_313_319_13_19,4,1
attack_nn_313_319_176_182,3,3
attack_nn_31_37_104_110,2,1
attack_nn_31_37_107_113,2,1
attack_nn_31_37_10_16,2,1
attack_nn_31_37_10_17,3,1
attack_nn_31_37_123_130,3,8
attack_nn_31_37_134_140,3,1
attack_nn_31_37_161_167,4,1
attack_nn_31_37_176_182,2,2
attack_nn_31_37_212_218,2,1
attack_nn_31_37_251_257,2,2
attack_nn_31_37_35_41,3,7
attack_nn_31_37_50_56,2,1
attack_nn_31_37_50_57,2,1
attack_nn_31_37_55_62,3,1
attack_nn_31_37_58_64,4,2
attack_nn_31_37_81_88,4,1
attack_nn_32_38_176_182,2,1
attack_nn_32_38_54_60,4,2
attack_nn_32_39_154_160,2,1
attack_nn_32_39_161_167,4,1
attack_nn_32_39_176_182,3,3
attack_nn_33_39_11_17,0,1
attack_nn_33_39_176_182,3,2
attack_nn_33_39_54_60,4,1
attack_nn_33_40_123_130,3,2
attack_nn_33_40_13_19,4,2
attack_nn_33_40_174_181,4,1
attack_nn_34_40_123_130,3,1
attack_nn_34_40_158_164,3,3
attack_nn_34_40_45_52,2,1
attack_nn_34_40_51_58,0,1
attack_nn_34_40_68_74,0,1
attack_nn_34_40_71_78,2,1
attack_nn_35_41_118_125,4,1
attack_nn_35_41_131_137,4,2
attack_nn_35_41_13_19,4,2
attack_nn_35_41_176_182,3,2
attack_nn_35_41_35_41,4,1
attack_nn_35_41_38_44,3,5
attack_nn_35_41_54_60,4,2
attack_nn_35_41_68_74,0,1
attack_nn_36_42_123_130,3,1
attack_nn_36_42_150_156,4,2
attack_nn_36_42_161_167,4,1
attack_nn_36_42_171_177,4,1
attack_nn_36_42_176_182,3,2
attack_nn_36_42_71_77,2,1
attack_nn_36_42_99_106,4,1
attack_nn_389_395_10_16,3,2
attack_nn_389_395_113_119,2,2
attack_nn_389_395_14_20,2,2
attack_nn_389_395_176_182,3,3
attack_nn_389_395_205_212,2,2
attack_nn_389_395_31_37,3,2
attack_nn_389_395_44_50,2,2
attack_nn_389_395_4_10,3,2
attack_nn_389_395_50_57,4,1
attack_nn_389_395_55_62,3,2
attack_nn_389_395_61_67,2,2
attack_nn_389_395_66_72,3,2
attack_nn_389_395_69_75,2,1
attack_nn_38_44_123_130,3,5
attack_nn_38_44_150_156,3,2
attack_nn_38_44_158_164,4,1
attack_nn_38_44_176_182,2,1
attack_nn_38_44_205_212,2,1
attack_nn_38_44_22_28,3,1
attack_nn_38_44_22_29,4,1
attack_nn_38_44_267_273,4,1
attack_nn_38_44_281_287,0,1
attack_nn_38_44_31_37,4,1
attack_nn_38_44_58_64,3,1
attack_nn_41_47_14_20,1,1
attack_nn_41_47_176_182,2,2
attack_nn_41_47_52_58,3,1
attack_nn_41_47_55_61,2,1
attack_nn_41_47_58_64,3,3
attack_nn_41_47_66_73,4,1
attack_nn_43_49_123_130,3,3
attack_nn_43_49_161_167,3,4
attack_nn_43_49_250_256,0,1
attack_nn_43_49_29_35,3,2
attack_nn_44_50_107_113,1,1
attack_nn_44_50_107_114,3,1
attack_nn_44_50_10_17,2,1
attack_nn_44_50_113_119,2,1
attack_nn_44_50_123_130,3,2
attack_nn_44_50_13_19,4,2
attack_nn_44_50_14_20,4,2
attack_nn_44_50_176_182,2,1
attack_nn_44_50_212_218,2,1
attack_nn_44_50_29_35,3,1
attack_nn_44_50_59_65,2,1
attack_nn_44_50_69_75,3,2
attack_nn_44_50_80_86,2,1
attack_nn_45_52_123_130,2,1
attack_nn_45_52_58_64,3,1
attack_nn_45_52_62_68,2,1
attack_nn_46_52_13_19,4,1
attack_nn_46_52_176_182,2,1
attack_nn_46_52_277_284,4,1
attack_nn_49_55_11_17,2,1
attack_nn_49_55_171_177,2,1
attack_nn_49_55_176_182,3,1
attack_nn_49_55_58_64,3,3
attack_nn_49_55_8_14,2,1
attack_nn_4_10_123_130,3,5
attack_nn_4_10_125_131,3,2
attack_nn_4_10_13_19,3,4
attack_nn_4_10_176_182,3,2
attack_nn_4_10_25_31,2,1
attack_nn_4_10_389_395,3,1
attack_nn_4_10_38_44,3,5
attack_nn_4_10_95_101,0,1
attack_nn_4_11_103_110,2,1
attack_nn_4_11_176_182,4,2
attack_nn_4_11_54_60,4,1
attack_nn_4_11_66_72,4,1
attack_nn_50_56_176_182,3,1
attack_nn_50_56_38_44,3,3
attack_nn_50_57_11_17,3,1
attack_nn_50_57_123_130,3,4
attack_nn_50_57_131_137,3,3
attack_nn_50_57_154_160,2,1
attack_nn_50_57_35_41,4,1
attack_nn_50_57_55_61,2,1
attack_nn_51_57_103_109,3,1
attack_nn_51_57_103_110,2,1
attack_nn_51_57_137_143,2,1
attack_nn_51_57_148_154,2,1
attack_nn_51_57_176_182,3,2
attack_nn_51_57_250_256,3,1
attack_nn_51_57_277_284,3,1
attack_nn_51_57_31_37,3,3
attack_nn_51_57_4_10,3,3
attack_nn_51_57_59_65,3,2
attack_nn_51_58_123_130,2,1
attack_nn_51_58_176_182,3,2
attack_nn_51_58_38_44,4,1
attack_nn_51_58_49_55,2,1
attack_nn_52_58_147_153,0,1
attack_nn_52_58_176_182,3,3
attack_nn_52_58_231_237,3,1
attack_nn_52_58_31_37,4,1
attack_nn_52_58_54_60,4,2
attack_nn_52_58_65_71,3,1
attack_nn_52_58_92_98,4,1
attack_nn_53_59_123_130,3,1
attack_nn_53_59_267_273,3,1
attack_nn_53_59_81_88,2,1
attack_nn_53_60_123_130,3,2
attack_nn_53_60_154_160,4,1
attack_nn_53_60_4_11,3,1
attack_nn_53_60_81_88,3,1
attack_nn_54_60_131_137,3,3
attack_nn_54_60_13_19,4,1
attack_nn_54_60_15_21,3,1
attack_nn_54_60_51_58,3,1
attack_nn_55_61_123_130,3,2
attack_nn_55_61_150_156,4,2
attack_nn_55_61_176_182,4,1
attack_nn_55_61_25_31,1,1
attack_nn_55_61_38_44,2,1
attack_nn_55_61_4_10,3,2
attack_nn_55_61_53_60,3,2
attack_nn_55_61_71_77,3,1
attack_nn_55_62_134_140,3,1
attack_nn_55_62_141_147,4,1
attack_nn_55_62_176_182,2,1
attack_nn_55_62_31_37,3,2
attack_nn_55_62_53_60,4,1
attack_nn_563_569_104_110,3,1
attack_nn_563_569_113_119,2,2
attack_nn_563_569_131_137,3,2
attack_nn_563_569_176_182,2,1
attack_nn_563_569_184_191,4,2
attack_nn_563_569_68_74,3,2
attack_nn_563_569_81_88,2,4
attack_nn_56_62_123_130,4,2
attack_nn_56_62_158_164,3,2
attack_nn_56_62_58_64,3,1
attack_nn_57_63_176_182,3,2
attack_nn_57_63_24_30,4,1
attack_nn_57_63_27_33,0,1
attack_nn_57_63_38_44,4,2
attack_nn_57_64_176_182,2,2
attack_nn_57_64_38_44,2,1
attack_nn_57_64_69_75,3,3
attack_nn_58_64_104_110,2,1
attack_nn_58_64_131_137,3,1
attack_nn_58_64_150_156,4,2
attack_nn_58_64_35_41,3,1
attack_nn_58_64_71_77,2,1
attack_nn_58_64_81_88,3,1
attack_nn_59_65_123_130,3,2
attack_nn_59_65_141_148,4,1
attack_nn_59_65_563_569,4,1
attack_nn_59_65_81_88,1,1
attack_nn_60_66_154_160,2,1
attack_nn_60_66_158_164,3,4
attack_nn_60_66_176_182,3,4
attack_nn_60_66_38_44,4,2
attack_nn_60_66_63_70,4,1
attack_nn_61_67_102_108,3,2
attack_nn_61_67_107_113,2,2
attack_nn_61_67_10_16,2,2
attack_nn_61_67_13_19,3,2
attack_nn_61_67_14_20,4,2
attack_nn_61_67_176_182,3,4
attack_nn_61_67_205_212,3,2
attack_nn_61_67_22_28,4,1
attack_nn_61_67_38_44,3,2
attack_nn_61_67_44_50,3,2
attack_nn_61_67_66_72,3,2
attack_nn_61_67_97_104,4,2
attack_nn_62_68_176_182,3,1
attack_nn_62_68_35_41,4,2
attack_nn_62_68_50_56,3,1
attack_nn_62_68_57_64,2,1
attack_nn_63_69_123_130,3,1
attack_nn_63_69_131_137,4,1
attack_nn_63_69_57_64,2,1
attack_nn_63_70_123_130,3,2
attack_nn_63_70_69_75,3,1
attack_nn_65_71_123_130,3,1
attack_nn_65_71_54_60,3,2
attack_nn_66_72_108_115,3,1
attack_nn_66_72_10_16,3,3
attack_nn_66_72_10_17,0,1
attack_nn_66_72_123_130,3,2
attack_nn_66_72_131_137,3,2
attack_nn_66_72_13_19,4,2
attack_nn_66_72_14_20,3,2
attack_nn_66_72_176_182,2,2
attack_nn_66_72_25_31,3,1
attack_nn_66_72_44_50,4,2
attack_nn_66_72_53_60,2,2
attack_nn_66_72_55_62,4,2
attack_nn_66_72_71_78,2,1
attack_nn_66_73_123_130,4,1
attack_nn_66_73_38_44,3,2
attack_nn_67_73_122_128,3,1
attack_nn_67_73_176_182,3,3
attack_nn_67_73_231_237,2,1
attack_nn_67_73_51_57,2,1
attack_nn_67_73_81_88,2,1
attack_nn_68_74_104_110,2,1
attack_nn_68_74_125_131,2,1
attack_nn_68_74_158_164,3,2
attack_nn_68_74_176_182,4,3
attack_nn_68_74_184_191,3,3
attack_nn_68_74_4_11,0,1
attack_nn_68_74_60_66,4,1
attack_nn_69_75_131_137,3,5
attack_nn_69_75_150_156,3,2
attack_nn_69_75_176_182,3,4
attack_nn_69_75_184_191,3,2
attack_nn_69_75_212_218,3,3
attack_nn_69_75_81_88,3,1
attack_nn_69_75_99_106,4,1
attack_nn_71_77_118_125,3,3
attack_nn_71_77_123_130,3,7
attack_nn_71_77_13_19,3,2
attack_nn_71_77_144_151,3,1
attack_nn_71_77_161_167,4,1
attack_nn_71_77_172_178,2,1
attack_nn_71_77_35_41,3,3
attack_nn_71_77_57_64,0,1
attack_nn_71_77_78_84,2,1
attack_nn_71_78_103_110,2,1
attack_nn_71_78_104_110,2,1
attack_nn_71_78_10_16,2,1
attack_nn_71_78_158_164,3,1
attack_nn_71_78_176_182,3,3
attack_nn_71_78_277_284,3,1
attack_nn_71_78_60_66,2,1
attack_nn_71_78_81_88,2,1
attack_nn_73_79_122_128,2,1
attack_nn_73_79_123_130,3,3
attack_nn_73_79_13_19,3,1
attack_nn_73_79_81_88,2,1
attack_nn_75_82_113_119,1,1
attack_nn_75_82_131_137,3,2
attack_nn_75_82_161_167,0,1
attack_nn_75_82_176_182,3,3
attack_nn_77_83_123_130,3,2
attack_nn_77_83_58_64,4,2
attack_nn_77_83_66_72,3,1
attack_nn_78_84_123_130,3,2
attack_nn_78_84_158_164,4,1
attack_nn_78_84_161_167,4,2
attack_nn_78_84_29_35,3,1
attack_nn_78_84_311_318,2,2
attack_nn_79_85_123_130,3,2
attack_nn_79_85_13_19,3,3
attack_nn_80_86_123_130,3,1
attack_nn_80_86_69_75,3,3
attack_nn_81_87_131_137,3,4
attack_nn_81_87_176_182,4,2
attack_nn_81_87_66_72,3,1
attack_nn_81_88_10_17,3,1
attack_nn_81_88_113_119,3,1
attack_nn_81_88_13_19,3,2
attack_nn_81_88_158_164,2,2
attack_nn_81_88_212_218,2,1
attack_nn_81_88_31_37,4,2
attack_nn_81_88_33_39,2,1
attack_nn_81_88_38_44,2,1
attack_nn_81_88_53_60,3,1
attack_nn_81_88_58_64,3,2
attack_nn_81_88_69_75,3,1
attack_nn_83_89_176_182,3,2
attack_nn_83_89_38_44,4,1
attack_nn_83_89_44_50,2,1
attack_nn_84_90_176_182,4,2
attack_nn_84_90_69_75,4,1
attack_nn_85_92_123_130,3,2
attack_nn_85_92_35_41,3,1
