annotation_lbl,category,num_distinct_lbls
attack_nn_154_161_176_182,2,1
attack_nn_154_161_563_569,4,1
attack_nn_157_164_176_182,3,1
attack_nn_157_164_71_78,3,1
attack_nn_158_164_205_212,2,1
attack_nn_158_164_53_59,2,1
attack_nn_158_164_58_64,3,1
attack_nn_158_164_81_88,2,1
attack_nn_15_21_212_218,4,1
attack_nn_15_21_231_237,2,1
attack_nn_15_21_38_44,4,1
attack_nn_161_167_102_108,3,1
attack_nn_161_167_179_185,4,1
attack_nn_161_167_24_30,4,1
attack_nn_166_172_123_130,2,1
attack_nn_168_174_174_181,4,1
attack_nn_168_174_4_10,3,1
attack_nn_168_174_66_72,4,1
attack_nn_171_177_118_125,2,1
attack_nn_171_177_123_130,3,1
attack_nn_171_177_13_19,4,1
attack_nn_171_177_83_89,2,1
attack_nn_172_178_22_28,2,1
attack_nn_172_178_563_569,4,1
attack_nn_174_181_161_167,4,1
attack_nn_174_181_53_60,4,1
attack_nn_176_182_107_114,3,1
attack_nn_176_182_109_115,4,1
attack_nn_176_182_10_17,2,1
attack_nn_176_182_118_124,2,1
attack_nn_176_182_118_125,3,1
attack_nn_176_182_141_147,2,1
attack_nn_176_182_166_172,2,1
attack_nn_176_182_171_177,4,1
attack_nn_176_182_204_210,2,1
attack_nn_176_182_251_257,2,1
attack_nn_176_182_32_38,2,1
attack_nn_176_182_46_52,3,1
attack_nn_176_182_4_10,3,1
attack_nn_176_182_4_11,3,1
attack_nn_176_182_55_62,2,1
attack_nn_176_182_81_87,4,1
attack_nn_176_182_83_89,3,1
attack_nn_176_182_88_94,3,1
attack_nn_176_182_95_101,0,1
attack_nn_179_185_176_182,3,1
attack_nn_179_185_389_395,0,1
attack_nn_179_185_51_57,2,1
attack_nn_17_23_123_130,3,1
attack_nn_181_187_123_130,3,1
attack_nn_181_187_58_64,4,1
attack_nn_183_190_54_60,4,1
attack_nn_183_190_97_103,3,1
attack_nn_184_191_10_16,4,1
attack_nn_184_191_13_19,3,1
attack_nn_184_191_58_64,3,1
attack_nn_186_192_123_130,3,1
attack_nn_186_192_158_164,4,1
attack_nn_189_195_123_130,3,1
attack_nn_189_195_4_10,2,1
attack_nn_191_197_4_11,3,1
attack_nn_191_197_54_60,3,1
attack_nn_192_198_122_128,2,1
attack_nn_195_201_134_140,2,1
attack_nn_195_201_13_19,4,1
attack_nn_199_206_134_140,4,1
attack_nn_199_206_176_182,4,1
attack_nn_199_206_250_256,2,1
attack_nn_199_206_31_37,3,1
attack_nn_19_26_189_195,4,1
attack_nn_19_26_4_10,3,1
attack_nn_204_210_184_191,4,1
attack_nn_204_210_250_256,4,1
attack_nn_204_210_35_41,0,1
attack_nn_205_212_123_130,4,1
attack_nn_205_212_246_252,1,1
attack_nn_212_218_176_182,3,1
attack_nn_212_218_179_185,2,1
attack_nn_212_218_9_15,0,1
attack_nn_21_27_104_110,0,1
attack_nn_21_27_176_182,4,1
attack_nn_21_27_58_64,3,1
attack_nn_227_233_176_182,3,1
attack_nn_227_233_255_261,3,1
attack_nn_22_28_130_136,2,1
attack_nn_22_28_134_140,3,1
attack_nn_22_28_150_156,2,1
attack_nn_22_28_171_177,2,1
attack_nn_22_28_17_23,0,1
attack_nn_22_28_255_261,3,1
attack_nn_22_28_31_37,3,1
attack_nn_22_28_81_88,2,1
attack_nn_22_29_171_177,3,1
attack_nn_22_29_176_182,4,1
attack_nn_22_29_58_64,3,1
attack_nn_22_29_9_15,0,1
attack_nn_231_237_176_182,3,1
attack_nn_23_29_104_110,0,1
attack_nn_23_29_176_182,2,1
attack_nn_246_252_176_182,3,1
attack_nn_246_252_46_52,4,1
attack_nn_24_30_123_130,3,1
attack_nn_24_30_35_41,3,1
attack_nn_250_256_176_182,3,1
attack_nn_255_261_103_110,2,1
attack_nn_255_261_176_182,4,1
attack_nn_255_261_31_37,2,1
attack_nn_255_261_81_88,4,1
attack_nn_25_31_107_113,3,1
attack_nn_25_31_255_261,2,1
attack_nn_267_273_212_218,2,1
attack_nn_277_284_131_137,2,1
attack_nn_277_284_13_19,4,1
attack_nn_277_284_66_72,2,1
attack_nn_277_284_71_77,2,1
attack_nn_27_33_141_148,2,1
attack_nn_27_33_176_182,3,1
attack_nn_27_33_38_44,2,1
attack_nn_27_33_69_75,4,1
attack_nn_27_34_148_154,2,1
attack_nn_27_34_176_182,2,1
attack_nn_281_287_123_130,3,1
attack_nn_281_287_131_137,2,1
attack_nn_284_290_123_130,3,1
attack_nn_284_290_161_167,4,1
attack_nn_284_290_71_78,2,1
attack_nn_287_294_146_152,2,1
attack_nn_287_294_31_37,1,1
attack_nn_28_34_38_44,4,1
attack_nn_29_35_123_130,3,1
attack_nn_29_35_38_44,4,1
attack_nn_29_35_66_72,2,1
attack_nn_311_317_104_110,4,1
attack_nn_311_317_135_141,4,1
attack_nn_311_317_19_26,4,1
attack_nn_311_317_20_26,2,1
attack_nn_311_317_22_29,0,1
attack_nn_311_317_68_74,3,1
attack_nn_311_318_131_137,4,1
attack_nn_311_318_141_148,2,1
attack_nn_311_318_172_178,2,1
attack_nn_313_319_13_19,4,1
attack_nn_31_37_104_110,2,1
attack_nn_31_37_107_113,2,1
attack_nn_31_37_10_16,2,1
attack_nn_31_37_10_17,3,1
attack_nn_31_37_134_140,3,1
attack_nn_31_37_161_167,4,1
attack_nn_31_37_212_218,2,1
attack_nn_31_37_50_56,2,1
attack_nn_31_37_50_57,2,1
attack_nn_31_37_55_62,3,1
attack_nn_31_37_81_88,4,1
attack_nn_32_38_176_182,2,1
attack_nn_32_39_154_160,2,1
attack_nn_32_39_161_167,4,1
attack_nn_33_39_11_17,0,1
attack_nn_33_39_54_60,4,1
attack_nn_33_40_174_181,4,1
attack_nn_34_40_123_130,3,1
attack_nn_34_40_45_52,2,1
attack_nn_34_40_51_58,0,1
attack_nn_34_40_68_74,0,1
attack_nn_34_40_71_78,2,1
attack_nn_35_41_118_125,4,1
attack_nn_35_41_35_41,4,1
attack_nn_35_41_68_74,0,1
attack_nn_36_42_123_130,3,1
attack_nn_36_42_161_167,4,1
attack_nn_36_42_171_177,4,1
attack_nn_36_42_71_77,2,1
attack_nn_36_42_99_106,4,1
attack_nn_389_395_50_57,4,1
attack_nn_389_395_69_75,2,1
attack_nn_38_44_158_164,4,1
attack_nn_38_44_176_182,2,1
attack_nn_38_44_205_212,2,1
attack_nn_38_44_22_28,3,1
attack_nn_38_44_22_29,4,1
attack_nn_38_44_267_273,4,1
attack_nn_38_44_281_287,0,1
attack_nn_38_44_31_37,4,1
attack_nn_38_44_58_64,3,1
attack_nn_41_47_14_20,1,1
attack_nn_41_47_52_58,3,1
attack_nn_41_47_55_61,2,1
attack_nn_41_47_66_73,4,1
attack_nn_43_49_250_256,0,1
attack_nn_44_50_107_113,1,1
attack_nn_44_50_107_114,3,1
attack_nn_44_50_10_17,2,1
attack_nn_44_50_113_119,2,1
attack_nn_44_50_176_182,2,1
attack_nn_44_50_212_218,2,1
attack_nn_44_50_29_35,3,1
attack_nn_44_50_59_65,2,1
attack_nn_44_50_80_86,2,1
attack_nn_45_52_123_130,2,1
attack_nn_45_52_58_64,3,1
attack_nn_45_52_62_68,2,1
attack_nn_46_52_13_19,4,1
attack_nn_46_52_176_182,2,1
attack_nn_46_52_277_284,4,1
attack_nn_49_55_11_17,2,1
attack_nn_49_55_171_177,2,1
attack_nn_49_55_176_182,3,1
attack_nn_49_55_8_14,2,1
attack_nn_4_10_25_31,2,1
attack_nn_4_10_389_395,3,1
attack_nn_4_10_95_101,0,1
attack_nn_4_11_103_110,2,1
attack_nn_4_11_54_60,4,1
attack_nn_4_11_66_72,4,1
attack_nn_50_56_176_182,3,1
attack_nn_50_57_11_17,3,1
attack_nn_50_57_154_160,2,1
attack_nn_50_57_35_41,4,1
attack_nn_50_57_55_61,2,1
attack_nn_51_57_103_109,3,1
attack_nn_51_57_103_110,2,1
attack_nn_51_57_137_143,2,1
attack_nn_51_57_148_154,2,1
attack_nn_51_57_250_256,3,1
attack_nn_51_57_277_284,3,1
attack_nn_51_58_123_130,2,1
attack_nn_51_58_38_44,4,1
attack_nn_51_58_49_55,2,1
attack_nn_52_58_147_153,0,1
attack_nn_52_58_231_237,3,1
attack_nn_52_58_31_37,4,1
attack_nn_52_58_65_71,3,1
attack_nn_52_58_92_98,4,1
attack_nn_53_59_123_130,3,1
attack_nn_53_59_267_273,3,1
attack_nn_53_59_81_88,2,1
attack_nn_53_60_154_160,4,1
attack_nn_53_60_4_11,3,1
attack_nn_53_60_81_88,3,1
attack_nn_54_60_13_19,4,1
attack_nn_54_60_15_21,3,1
attack_nn_54_60_51_58,3,1
attack_nn_55_61_176_182,4,1
attack_nn_55_61_25_31,1,1
attack_nn_55_61_38_44,2,1
attack_nn_55_61_71_77,3,1
attack_nn_55_62_134_140,3,1
attack_nn_55_62_141_147,4,1
attack_nn_55_62_176_182,2,1
attack_nn_55_62_53_60,4,1
attack_nn_563_569_104_110,3,1
attack_nn_563_569_176_182,2,1
attack_nn_56_62_58_64,3,1
attack_nn_57_63_24_30,4,1
attack_nn_57_63_27_33,0,1
attack_nn_57_64_38_44,2,1
attack_nn_58_64_104_110,2,1
attack_nn_58_64_131_137,3,1
attack_nn_58_64_35_41,3,1
attack_nn_58_64_71_77,2,1
attack_nn_58_64_81_88,3,1
attack_nn_59_65_141_148,4,1
attack_nn_59_65_563_569,4,1
attack_nn_59_65_81_88,1,1
attack_nn_60_66_154_160,2,1
attack_nn_60_66_63_70,4,1
attack_nn_61_67_22_28,4,1
attack_nn_62_68_176_182,3,1
attack_nn_62_68_50_56,3,1
attack_nn_62_68_57_64,2,1
attack_nn_63_69_123_130,3,1
attack_nn_63_69_131_137,4,1
attack_nn_63_69_57_64,2,1
attack_nn_63_70_69_75,3,1
attack_nn_65_71_123_130,3,1
attack_nn_66_72_108_115,3,1
attack_nn_66_72_10_17,0,1
attack_nn_66_72_25_31,3,1
attack_nn_66_72_71_78,2,1
attack_nn_66_73_123_130,4,1
attack_nn_67_73_122_128,3,1
attack_nn_67_73_231_237,2,1
attack_nn_67_73_51_57,2,1
attack_nn_67_73_81_88,2,1
attack_nn_68_74_104_110,2,1
attack_nn_68_74_125_131,2,1
attack_nn_68_74_4_11,0,1
attack_nn_68_74_60_66,4,1
attack_nn_69_75_81_88,3,1
attack_nn_69_75_99_106,4,1
attack_nn_71_77_144_151,3,1
attack_nn_71_77_161_167,4,1
attack_nn_71_77_172_178,2,1
attack_nn_71_77_57_64,0,1
attack_nn_71_77_78_84,2,1
attack_nn_71_78_103_110,2,1
attack_nn_71_78_104_110,2,1
attack_nn_71_78_10_16,2,1
attack_nn_71_78_158_164,3,1
attack_nn_71_78_277_284,3,1
attack_nn_71_78_60_66,2,1
attack_nn_71_78_81_88,2,1
attack_nn_73_79_122_128,2,1
attack_nn_73_79_13_19,3,1
attack_nn_73_79_81_88,2,1
attack_nn_75_82_113_119,1,1
attack_nn_75_82_161_167,0,1
attack_nn_77_83_66_72,3,1
attack_nn_78_84_158_164,4,1
attack_nn_78_84_29_35,3,1
attack_nn_80_86_123_130,3,1
attack_nn_81_87_66_72,3,1
attack_nn_81_88_10_17,3,1
attack_nn_81_88_113_119,3,1
attack_nn_81_88_212_218,2,1
attack_nn_81_88_33_39,2,1
attack_nn_81_88_38_44,2,1
attack_nn_81_88_53_60,3,1
attack_nn_81_88_69_75,3,1
attack_nn_83_89_38_44,4,1
attack_nn_83_89_44_50,2,1
attack_nn_84_90_69_75,4,1
attack_nn_85_92_35_41,3,1
attack_nn_85_92_36_42,2,1
attack_nn_8_14_33_40,4,1
attack_nn_92_98_144_151,2,1
attack_nn_92_98_66_73,2,1
attack_nn_92_98_97_103,2,1
attack_nn_95_101_54_60,3,1
attack_nn_97_103_118_125,4,1
attack_nn_97_103_4_10,4,1
attack_nn_97_104_147_153,3,1
attack_nn_97_104_176_182,2,1
attack_nn_97_104_63_70,2,1
attack_nn_99_106_134_140,2,1
attack_nn_99_106_176_182,3,1
attack_nn_9_15_121_128,4,1
attack_nn_9_15_123_130,2,1
attack_nn_9_15_141_148,4,1
attack_nn_9_15_54_60,3,1
ball_nn_0_4_11_15,4,1
ball_nn_0_4_77_81,3,1
ball_nn_102_106_232_237,2,1
ball_nn_102_106_272_276,1,1
ball_nn_102_106_28_32,4,1
ball_nn_103_107_40_44,1,1
ball_nn_104_108_132_136,1,1
ball_nn_104_108_165_169,1,1
ball_nn_104_108_24_29,4,1
ball_nn_104_108_67_71,4,1
ball_nn_104_108_72_76,4,1
ball_nn_104_108_92_96,4,1
ball_nn_104_109_104_108,2,1
ball_nn_104_109_165_169,1,1
ball_nn_104_109_22_27,4,1
ball_nn_104_109_49_53,4,1
ball_nn_104_109_70_74,1,1
ball_nn_104_109_7_12,3,1
ball_nn_105_109_169_173,3,1
ball_nn_105_109_232_237,2,1
ball_nn_105_109_294_299,4,1
ball_nn_105_109_40_44,1,1
ball_nn_105_110_105_109,2,1
ball_nn_105_110_10_14,2,1
ball_nn_105_110_113_117,1,1
ball_nn_105_110_113_118,1,1
ball_nn_105_110_15_19,3,1
ball_nn_105_110_193_197,2,1
ball_nn_105_110_198_202,2,1
ball_nn_105_110_32_36,1,1
ball_nn_105_110_46_51,2,1
ball_nn_105_110_72_77,2,1
ball_nn_105_110_77_81,2,1
ball_nn_105_110_81_85,2,1
ball_nn_106_110_205_209,1,1
ball_nn_106_110_61_65,3,1
ball_nn_106_110_6_10,1,1
ball_nn_109_113_205_209,1,1
ball_nn_10_14_105_109,4,1
ball_nn_10_14_228_232,3,1
ball_nn_10_14_22_27,3,1
ball_nn_10_14_46_50,4,1
ball_nn_10_14_90_94,4,1
ball_nn_112_116_104_108,3,1
ball_nn_113_117_126_130,4,1
ball_nn_113_117_294_299,4,1
ball_nn_113_118_51_55,1,1
ball_nn_113_118_644_648,4,1
ball_nn_113_118_6_10,1,1
ball_nn_113_118_7_12,1,1
ball_nn_116_120_105_110,2,1
ball_nn_116_120_113_117,1,1
ball_nn_116_120_153_158,1,1
ball_nn_116_120_173_178,1,1
ball_nn_116_120_192_196,3,1
ball_nn_116_120_22_26,3,1
ball_nn_116_120_24_28,2,1
ball_nn_116_120_4_8,1,1
ball_nn_116_120_73_77,3,1
ball_nn_118_123_193_197,4,1
ball_nn_118_123_232_237,2,1
ball_nn_118_123_28_32,2,1
ball_nn_118_123_31_35,3,1
ball_nn_118_123_32_37,2,1
ball_nn_118_123_40_45,1,1
ball_nn_118_123_46_51,3,1
ball_nn_118_123_60_65,3,1
ball_nn_118_123_67_71,2,1
ball_nn_118_123_73_77,1,1
ball_nn_118_123_8_12,2,1
ball_nn_119_124_135_139,3,1
ball_nn_119_124_42_46,4,1
ball_nn_11_15_15_19,2,1
ball_nn_11_15_294_299,1,1
ball_nn_122_127_109_113,4,1
ball_nn_122_127_32_36,1,1
ball_nn_122_127_67_72,3,1
ball_nn_124_128_105_110,2,1
ball_nn_124_128_192_196,4,1
ball_nn_126_130_105_109,1,1
ball_nn_126_130_109_113,1,1
ball_nn_126_130_132_136,4,1
ball_nn_126_130_140_144,4,1
ball_nn_126_130_15_19,1,1
ball_nn_126_130_257_261,4,1
ball_nn_126_130_34_39,1,1
ball_nn_126_130_45_50,4,1
ball_nn_126_130_6_10,1,1
ball_nn_128_132_151_155,3,1
ball_nn_128_132_228_232,3,1
ball_nn_128_132_22_26,4,1
ball_nn_128_132_22_27,1,1
ball_nn_128_132_46_51,2,1
ball_nn_128_132_63_67,4,1
ball_nn_128_132_69_73,1,1
ball_nn_128_132_92_96,4,1
ball_nn_12_16_165_169,1,1
ball_nn_12_16_200_204,3,1
ball_nn_12_16_31_36,1,1
ball_nn_12_16_34_39,4,1
ball_nn_132_136_105_109,1,1
ball_nn_132_136_109_113,4,1
ball_nn_132_136_10_14,1,1
ball_nn_132_136_135_139,4,1
ball_nn_132_136_40_44,4,1
ball_nn_132_136_46_50,4,1
ball_nn_135_139_10_14,4,1
ball_nn_136_140_187_191,1,1
ball_nn_13_17_104_109,2,1
ball_nn_13_17_163_167,2,1
ball_nn_13_17_205_209,1,1
ball_nn_13_17_228_232,2,1
ball_nn_13_17_63_67,3,1
ball_nn_13_18_105_109,3,1
ball_nn_13_18_15_19,3,1
ball_nn_13_18_165_169,1,1
ball_nn_13_18_174_179,1,1
ball_nn_13_18_31_35,4,1
ball_nn_13_18_92_96,0,1
ball_nn_140_144_141_145,1,1
ball_nn_140_144_294_299,1,1
ball_nn_140_144_4_8,1,1
ball_nn_140_144_56_60,4,1
ball_nn_141_145_294_299,1,1
ball_nn_146_150_105_109,1,1
ball_nn_146_150_109_113,1,1
ball_nn_146_150_205_209,4,1
ball_nn_146_150_66_70,0,1
ball_nn_146_150_74_78,1,1
ball_nn_14_18_205_209,1,1
ball_nn_14_19_22_27,3,1
ball_nn_151_155_113_117,1,1
ball_nn_151_155_40_45,1,1
ball_nn_151_155_46_51,2,1
ball_nn_151_155_67_71,3,1
ball_nn_151_155_68_72,2,1
ball_nn_152_157_103_107,1,1
ball_nn_152_157_113_118,4,1
ball_nn_152_157_151_155,1,1
ball_nn_152_157_165_169,4,1
ball_nn_153_158_103_107,1,1
ball_nn_153_158_105_109,2,1
ball_nn_153_158_165_169,1,1
ball_nn_153_158_211_215,2,1
ball_nn_153_158_46_50,2,1
ball_nn_153_158_46_51,2,1
ball_nn_153_158_73_77,1,1
ball_nn_153_158_77_81,2,1
ball_nn_153_158_92_96,3,1
ball_nn_158_162_173_178,1,1
ball_nn_158_162_22_27,2,1
ball_nn_158_162_294_299,1,1
ball_nn_158_162_32_36,2,1
ball_nn_158_162_34_38,1,1
ball_nn_158_162_34_39,3,1
ball_nn_158_162_61_65,3,1
ball_nn_158_162_68_72,3,1
ball_nn_15_19_105_109,3,1
ball_nn_15_19_109_113,4,1
ball_nn_15_19_118_123,2,1
ball_nn_15_19_13_18,0,1
ball_nn_15_19_152_157,4,1
ball_nn_15_19_201_206,3,1
ball_nn_15_19_232_237,2,1
ball_nn_15_19_33_37,3,1
ball_nn_15_19_48_52,4,1
ball_nn_15_19_69_73,1,1
ball_nn_15_19_92_96,3,1
ball_nn_163_167_104_108,4,1
ball_nn_163_167_59_63,1,1
ball_nn_165_169_113_117,4,1
ball_nn_165_169_294_299,4,1
ball_nn_165_169_69_73,1,1
ball_nn_166_170_205_209,1,1
ball_nn_166_170_34_39,3,1
ball_nn_166_170_61_65,2,1
ball_nn_166_170_73_77,1,1
ball_nn_166_170_95_99,1,1
ball_nn_166_171_126_130,1,1
ball_nn_166_171_163_167,2,1
ball_nn_166_171_91_95,0,1
ball_nn_167_171_165_169,0,1
ball_nn_167_171_24_29,4,1
ball_nn_169_173_105_110,2,1
ball_nn_169_173_153_158,2,1
ball_nn_169_173_165_169,1,1
ball_nn_169_173_18_22,2,1
ball_nn_169_173_46_51,4,1
ball_nn_169_173_4_8,2,1
ball_nn_169_173_61_65,3,1
ball_nn_169_173_92_96,2,1
ball_nn_169_174_77_81,3,1
ball_nn_170_174_105_110,2,1
ball_nn_170_174_15_19,4,1
ball_nn_170_174_73_77,1,1
ball_nn_170_174_95_99,1,1
ball_nn_173_178_109_113,1,1
ball_nn_173_178_10_14,1,1
ball_nn_173_178_165_169,1,1
ball_nn_173_178_97_101,4,1
ball_nn_174_178_15_19,4,1
ball_nn_174_178_25_29,4,1
ball_nn_174_178_26_30,4,1
ball_nn_174_179_0_5,1,1
ball_nn_174_179_15_19,1,1
ball_nn_174_179_169_173,1,1
ball_nn_174_179_77_81,1,1
ball_nn_174_179_9_13,1,1
ball_nn_182_187_25_29,4,1
ball_nn_182_187_294_299,2,1
ball_nn_187_191_140_144,3,1
ball_nn_187_191_34_39,1,1
ball_nn_187_191_45_50,4,1
ball_nn_18_22_73_77,1,1
ball_nn_192_196_105_110,2,1
ball_nn_192_196_63_68,2,1
ball_nn_192_196_73_77,1,1
ball_nn_192_196_92_96,4,1
ball_nn_193_197_105_109,3,1
ball_nn_193_197_211_215,2,1
ball_nn_193_197_228_232,2,1
ball_nn_193_197_32_37,2,1
ball_nn_193_197_77_81,3,1
ball_nn_195_199_21_26,3,1
ball_nn_198_202_104_108,2,1
ball_nn_198_202_105_109,2,1
ball_nn_198_202_105_110,3,1
ball_nn_198_202_113_117,1,1
ball_nn_198_202_163_167,2,1
ball_nn_198_202_22_26,1,1
ball_nn_198_202_257_261,1,1
ball_nn_198_202_46_51,2,1
ball_nn_198_202_60_64,2,1
ball_nn_198_202_81_85,2,1
ball_nn_201_206_141_145,3,1
ball_nn_201_206_195_199,4,1
ball_nn_201_206_228_232,2,1
ball_nn_201_206_257_261,1,1
ball_nn_201_206_34_39,3,1
ball_nn_205_209_165_169,4,1
ball_nn_205_209_22_27,1,1
ball_nn_205_209_86_91,1,1
ball_nn_208_212_140_144,1,1
ball_nn_208_212_14_18,2,1
ball_nn_20_24_205_209,1,1
ball_nn_20_24_49_53,0,1
ball_nn_20_24_60_65,0,1
ball_nn_20_24_73_77,2,1
ball_nn_211_215_105_109,2,1
ball_nn_211_215_166_171,2,1
ball_nn_211_215_169_173,4,1
ball_nn_211_215_198_202,2,1
ball_nn_211_215_32_37,1,1
ball_nn_211_215_60_65,0,1
ball_nn_211_215_63_68,2,1
ball_nn_211_215_8_12,4,1
ball_nn_211_215_92_96,2,1
ball_nn_21_25_105_110,2,1
ball_nn_21_25_14_18,4,1
ball_nn_21_26_132_136,2,1
ball_nn_21_26_34_39,2,1
ball_nn_21_26_73_77,1,1
ball_nn_228_232_294_299,1,1
ball_nn_228_232_34_39,2,1
ball_nn_228_232_55_59,2,1
ball_nn_228_232_63_68,4,1
ball_nn_22_26_105_109,1,1
ball_nn_22_26_118_123,1,1
ball_nn_22_26_153_158,2,1
ball_nn_22_26_158_162,3,1
ball_nn_22_26_22_27,0,1
ball_nn_22_26_294_299,1,1
ball_nn_22_26_40_44,1,1
ball_nn_22_26_46_50,1,1
ball_nn_22_26_67_71,1,1
ball_nn_22_26_81_85,1,1
ball_nn_22_26_90_94,1,1
ball_nn_22_27_0_4,1,1
ball_nn_22_27_104_109,0,1
ball_nn_22_27_146_150,1,1
ball_nn_22_27_205_209,4,1
ball_nn_22_27_28_32,4,1
ball_nn_22_27_305_310,1,1
ball_nn_22_27_37_41,4,1
ball_nn_22_27_46_50,4,1
ball_nn_22_27_65_69,1,1
ball_nn_22_27_67_72,4,1
ball_nn_22_27_68_72,1,1
ball_nn_22_27_73_77,1,1
ball_nn_232_237_105_109,3,1
ball_nn_232_237_211_215,2,1
ball_nn_232_237_22_26,1,1
ball_nn_232_237_24_28,2,1
ball_nn_232_237_46_51,1,1
ball_nn_232_237_63_68,2,1
ball_nn_232_237_90_94,2,1
ball_nn_233_238_27_32,4,1
ball_nn_233_238_305_310,2,1
ball_nn_233_238_9_13,4,1
ball_nn_24_28_146_150,1,1
ball_nn_24_28_153_158,3,1
ball_nn_24_28_32_37,1,1
ball_nn_24_28_73_77,2,1
ball_nn_24_28_77_81,4,1
ball_nn_24_28_7_12,1,1
ball_nn_24_28_86_91,1,1
ball_nn_24_28_92_96,3,1
ball_nn_24_29_193_197,2,1
ball_nn_24_29_33_37,4,1
ball_nn_24_29_69_73,4,1
ball_nn_257_261_205_209,4,1
ball_nn_257_261_26_30,1,1
ball_nn_257_261_32_36,1,1
ball_nn_257_261_45_49,1,1
ball_nn_257_261_77_81,1,1
ball_nn_25_29_152_157,1,1
ball_nn_25_29_198_202,1,1
ball_nn_25_29_27_32,2,1
ball_nn_25_29_294_299,4,1
ball_nn_26_30_106_110,4,1
