annotation_lbl,category,sentence
Chef_news_1994_606769.txt-54-0_chef_mag_1834_564675.txt-91-45,Distantly Related,"Chef Andrew O'Connell of The Trellis in Williamsburg, Va., says every single dessert on the restaurant's menu has some chocolate in it, with the big killer best-seller the Death By Chocolate seven-layer cake that is such a pain to make that if you followed the recipe they cheerfully provide || The poets of Rome sang her praises; the name of Athens was ever in the mouths of Horace and Virgil; and Cicero followed the crowd to learn the lessons of wisdom and taste, in the birth-place of genius, and among the chef d'euvres of art."
Circle_fic_2007_52477.txt-270-44_circled_fic_1840_7164.txt-175-23,Distantly Related,"Author Affiliation LEE SMITH is the author of three story collections and twelve novels, including Oral History (1983), Fair and Tender Ladies (1988), and The Last Girls (2002), cowinner of the Southern Book Critics Circle Award for Fiction. || The alders are separated more widely from each other, and grow more in scattered clumps, which sometimes form green islets, circled with a fringe of scarlet, wherever their red roots are washed and polished by the flowing waters."
Circle_fic_2007_52477.txt-270-44_circled_fic_1993_1040095.txt-1060-4,Distantly Related,"Author Affiliation LEE SMITH is the author of three story collections and twelve novels, including Oral History (1983), Fair and Tender Ladies (1988), and The Last Girls (2002), cowinner of the Southern Book Critics Circle Award for Fiction. || Once again everyone was circled; and once again everyone was afraid to make the move."
Circle_fic_2007_52477.txt-270-44_circling_fic_1840_8909.txt-155-63,Distantly Related,"Author Affiliation LEE SMITH is the author of three story collections and twelve novels, including Oral History (1983), Fair and Tender Ladies (1988), and The Last Girls (2002), cowinner of the Southern Book Critics Circle Award for Fiction. || Brief not thy course at that either, for thou hast often seen the son of clouded prospect, leap to the highest seat that power yields, carry thine eye unsealed and wary to scan mankind, for it will be a convoy for thy relief: let not the glib and stealthy tongued prater, with his o'erfull breast of friendship circling nothing, spear thy heart to that condition,"
Circled_fic_1811_8637.txt-163-27_circling_nf_1855_748479.txt-213-16,Distantly Related,"When brothers are at variance, could they think On one tear a mother shed on them, That woke their slumbers, while their infant arms Circled each other's neck, ' t would surely quench All sparks of strife within their breasts for ever. || The Egyptians, like the Americans, were a mixed race, with some Negro blood circling around the throne, as well as in the mud hovels."
Circled_fic_1837_8687.txt-961-1_circled_fic_2005_780526.txt-2258-12,Closely Related,"Euphas Circled with Christian swords, Stands waiting thy behest! || Over the threshold is a holoform: a pig with wings, circled by the legend "" Hog Heaven!"
Circled_fic_1837_8687.txt-961-1_circling_fic_1849_7230.txt-2441-6,Distantly Related,"Euphas Circled with Christian swords, Stands waiting thy behest! || ye lieges all advance, And circling join in merry Morrice dance. """
Circled_mag_1840_554815.txt-207-38_circled_mag_1840_554815.txt-255-35,Closely Related,"lie soon Saw within ken a glorious Angel stand, The same whom John saw also in the sun: His back was turned, but not his brightness hid; Of beaming sunny rays a golden tiar Circled his head, nor less his locks behind Illustrious on his shoulders fledge with wings Lay waving round; on some great charge employed He seemed, or fixed in cogitation deep. "" || A woman in distress affects most minds more strongly than a suffering angel; and this scene of purely human character served as a pretty touchstone, to try the sympathies of the many who circled the gallery."
Circling_fic_1961_10405.txt-1211-0_circling_nf_1849_749269.txt-626-4,Distantly Related,"Circling the city, indeed its primary vein of extra-human, by day it thrust the streets back upon their own mortality, miserable or effete. || he said again, circling back to his favorite maxim."
Circling_mag_2002_410849.txt-34-0_circle_fic_1833_7028.txt-1089-12,Distantly Related,Circling the globe in slightly different orbits 15 times a || Acquirement thus made will feed itself: circle will be added to circle by the strengthening impulse of gratified curiosity: the conformity to nature will make the acquisition more substantial and the
Donkey_fic_1987_782034.txt-8660-41_donkey_fic_1843_7039.txt-3001-5,Distantly Related,"Well, hell, Marty, "" said Kramer, figuring that, having been a fellow soldier with him in the bullshit skirmish at Reverend Bacon's, he could go on a nickname basis with the dauntless little Irish Donkey, "" the kids || Even the poor, despised donkey is changed by its magic influence."
Edge_news_2006_604826.txt-2-3_edge_fic_2007_34283.txt-0-19,Identical,"At Canaan's Edge: America in the King Years 1965-68 (Simon &; Schuster, $35), the final volume in Branch's monumental series, is out this week. || @@8283 Chapter One ' MY ANCESTORS WERE COUNTRY SQUIRES ' The village of Hutton Le Moors lies on the edge of the Yorkshire Moors, a dozen miles from the small town of Pickering."
Fiction_fic_1838_7085.txt-189-13_fiction_news_1993_624887.txt-87-7,Closely Related,""" Fierce War, and faithful Love, And Truth severe by fairy Fiction dress'd. "" || There's sex in literary works of fiction, but very few books go directly at what it is. """
Fiction_news_1980_734517.txt-23-0_fiction_news_2004_661021.txt-44-32,Identical,"Fiction five: What the Soviets are doing in Afghanistan is nobody's business but their own and the Afghans '. || Martha Stewart awaits sentencing for lying to investigators; 28 top federal employees hold fake degrees; journalists at USA Today, The New York Times, and The Nation have presented fiction as fact."
Gas_news_1962_722833.txt-43-7_gas_fic_2000_38623.txt-171-16,Closely Related,"G. P. Garver, president of Natural Gas Pipeline Co. of America, which serves Chicago, says the backlog of applicants for gas in 1960 ran between 250,000 and 300,000. "" || It designed a new landing configuration, modifying the hydroplanar shape that the craft assumed for gas giant descents."
Grafts_nf_1858_747890.txt-616-0_grafts_fic_2007_51914.txt-819-13,Closely Related,"Grafts taken - from the upright shoots near the top of the tree are apt to make a vigorous and upright growth, but are more tardy in bearing. || ballast valves.... "" As she went on, outlining the implants and grafts, surgeries and mutilations needed to turn a living zaratan into an animatronic corpse, a part of her was amazed at her own presumption, amazed at the strong, confident, professional tone she was taking."
PROPS_mag_2003_416114.txt-82-0_props_mag_1829_553981.txt-244-18,Unrelated,"PROPS: A little extra beef in the flex eliminates tip and tail flop. || We almost wish, indeed, that those great boxes; // called pulpits, with their many props and appliances for indolence and dulness, were hewn down, dismantled, and destroyed."
Part_fic_1834_7252.txt-2209-0_part_fic_2000_14544.txt-546-4,Closely Related,Part of them belong to Lopez; let him come and herd them. ' || That's the only part I happen to be familiar with.And anyway I am becoming a little uncomfortable.
Part_mag_1983_323609.txt-21-4_part_nf_1837_747786.txt-1037-2,Closely Related,"The young Peer of Part I (rather monotonously played by Greg || The central part is almost wholly uninhabited, and covered with primitive forests, which are visited only by hunters and lumberers."
Part_nf_1983_774351.txt-763-6_part_mag_1849_525334.txt-600-55,Distantly Related,"After examining the status of the Part 298 regulation, the firm advised Smith any change in Part 298 would probably be challenged in the courts. || Now supposing a constitution may embrace subjects of ordinary governments, an amendment may of course do the same; and then, with these systematic provisions for amending by the popular voice, our re * public begins in earnest to look and operate like a democracy; the state legislatures playing the insignificant part of preparing statutes for the people to enact."
Pinning_mag_1970_282090.txt-31-0_pin_fic_2001_29262.txt-63-3,Identical,"Pinning down a Barthelme story is obviously a surrealistic experience - rather like trying to explain a Groucho Marx joke to someone who has never heard of Groucho Marx. || He couldn't pin down a definite number, but he knew it was going to be a"
Plane_nf_1827_747521.txt-56-0_plane_nf_1827_748059.txt-1356-35,Identical,"Plane figures having more than four sides are in general called polygons, and receive other particular names, according to the number of their sides or angles. || In this case the power: weight as g f: d f, or, which is the same thing, as A B: C B, or as the height of the plane: the base."
Plane_nf_1827_748059.txt-314-33_plane_nf_1836_748113.txt-2089-55,Unrelated,"Oak, old English, young tree, 363 "" old ship timber, "" from old tree, "" medium qualities, "" green, Beech, medium quality, Alder, Plane tree. || will be no difference between the shadow on the plane, and the side of the prism which projects that shadow; and if the plane be entirely deprived of light, by the extensive breadth of the shadow, the side of the prism will in general be darker than the shadow on the plane: but this will depend very much on the situation of other objects."
Player_news_1993_630359.txt-52-23_players_mag_1997_389166.txt-31-27,Distantly Related,"is a worthy followup to 1992's "" Short Fuse Blues, "" which broke Hole stateside with a rave review in Guitar Player magazine. || She maintains a whippet-thin body (thanks to regular running, even when she's facing 18 hours on a set) and pals around with industry players such as her agent Elaine Goldsmith-Thomas, who gets Roberts $12 million a picture."
Players_fic_2000_52519.txt-272-0_player_mag_1963_492078.txt-28-12,Identical,"Players collide, and the ball goes rolling, unmolested. || On a couple of occasions he arranged for an 18-year-old Negro high-school player from Brooklyn to go out with white dates and thus land in Molinas's hip pocket for an entire college career."
Players_mag_2004_414611.txt-17-0_players_nf_1846_748061.txt-948-16,Closely Related,"Players will not be able to reach this fairway into a 15-to 20-mile-an-hour wind, "" says Micheel. "" || But we return to the farm, where, the morning following the arrival of the players, was presented a most picturesque tableau."
Prop_news_1994_620111.txt-57-24_prop_fic_1835_7309.txt-3147-16,Unrelated,"All of the potential board presidents -- Supervisors Migden, Shelley, Conroy, Leal and candidate Tom Ammiano -- are strong supporters of Prop. || It would have crushed the tories, by withdrawing the army whose presence had been their prop."
Prop_news_1994_620111.txt-57-24_prop_mag_1976_431910.txt-23-21,Unrelated,"All of the potential board presidents -- Supervisors Migden, Shelley, Conroy, Leal and candidate Tom Ammiano -- are strong supporters of Prop. || This can be maintained in different wind speeds by changing the pitch angle of the propeller much as is done in prop planes."
Prop_news_1994_620111.txt-57-24_props_mag_1999_407567.txt-162-3,Unrelated,"All of the potential board presidents -- Supervisors Migden, Shelley, Conroy, Leal and candidate Tom Ammiano -- are strong supporters of Prop. || Your best love props: Incense, silky scarves, soft pillows."
RAG_fic_2002_14169.txt-131-104_rag_fic_1993_1040060.txt-10919-2,Unrelated,"ENSEMBLE THERE 'S SOMETHIN ' HAPPENIN ' IN DIXIEI 'M FROM DIXIE SO I KNOWWE GOT A RAG WE CALL "" THE FIG TREE "" FOR THAT BIG TREE THAT WE GROWAND WHEN WE 'RE HOPPIN ' ON THE BAYOUI DEFY YOU TO BE STILLGET YOU A RAGGY TUNEGET YOU A CAJUN MOONGET YOU A JACK OR A JILL COME ON ALONGWE 'RE GON NA DO THE FIG TREE RAGYOUR BODY GON NA ZIG AND ZAGTAKE A LOOK ATEV'RY CHAP AND EV'RY CHIPPY ALL ALONG THE MISSISSIPPIDOIN ' THE DANCETHEY 'RE DANCIN ' TO THE FIG TREE RAGI WAN NA DO THE FIG TREE RAG || Don't rag on me about a few joints, will you, Felicia? """
RAG_fic_2002_14169.txt-131-104_rag_mag_1839_586418.txt-95-5,Distantly Related,"ENSEMBLE THERE 'S SOMETHIN ' HAPPENIN ' IN DIXIEI 'M FROM DIXIE SO I KNOWWE GOT A RAG WE CALL "" THE FIG TREE "" FOR THAT BIG TREE THAT WE GROWAND WHEN WE 'RE HOPPIN ' ON THE BAYOUI DEFY YOU TO BE STILLGET YOU A RAGGY TUNEGET YOU A CAJUN MOONGET YOU A JACK OR A JILL COME ON ALONGWE 'RE GON NA DO THE FIG TREE RAGYOUR BODY GON NA ZIG AND ZAGTAKE A LOOK ATEV'RY CHAP AND EV'RY CHIPPY ALL ALONG THE MISSISSIPPIDOIN ' THE DANCETHEY 'RE DANCIN ' TO THE FIG TREE RAGI WAN NA DO THE FIG TREE RAG || of Runnymede agreement among the rag barons, that no one of the fraternity should be monarch over the others-n quarrel of the robbers against their brigand chief for assuming more authority than is justly due to him -- a quarrel which would soon be healed when the hand itself is endangered, or new spoils are to be obtained.."
RAG_fic_2002_14169.txt-131-104_rags_fic_1848_7341.txt-1445-6,Unrelated,"ENSEMBLE THERE 'S SOMETHIN ' HAPPENIN ' IN DIXIEI 'M FROM DIXIE SO I KNOWWE GOT A RAG WE CALL "" THE FIG TREE "" FOR THAT BIG TREE THAT WE GROWAND WHEN WE 'RE HOPPIN ' ON THE BAYOUI DEFY YOU TO BE STILLGET YOU A RAGGY TUNEGET YOU A CAJUN MOONGET YOU A JACK OR A JILL COME ON ALONGWE 'RE GON NA DO THE FIG TREE RAGYOUR BODY GON NA ZIG AND ZAGTAKE A LOOK ATEV'RY CHAP AND EV'RY CHIPPY ALL ALONG THE MISSISSIPPIDOIN ' THE DANCETHEY 'RE DANCIN ' TO THE FIG TREE RAGI WAN NA DO THE FIG TREE RAG || Thar they was, covered with rags and dirt, livin in houses and cellars, without hardly any furniture; and sum of ' em without dores or winders."
RAG_fic_2002_14169.txt-131-104_rags_fic_1860_9168.txt-1744-29,Distantly Related,"ENSEMBLE THERE 'S SOMETHIN ' HAPPENIN ' IN DIXIEI 'M FROM DIXIE SO I KNOWWE GOT A RAG WE CALL "" THE FIG TREE "" FOR THAT BIG TREE THAT WE GROWAND WHEN WE 'RE HOPPIN ' ON THE BAYOUI DEFY YOU TO BE STILLGET YOU A RAGGY TUNEGET YOU A CAJUN MOONGET YOU A JACK OR A JILL COME ON ALONGWE 'RE GON NA DO THE FIG TREE RAGYOUR BODY GON NA ZIG AND ZAGTAKE A LOOK ATEV'RY CHAP AND EV'RY CHIPPY ALL ALONG THE MISSISSIPPIDOIN ' THE DANCETHEY 'RE DANCIN ' TO THE FIG TREE RAGI WAN NA DO THE FIG TREE RAG || "" Oh, bless you, not a scar, "" answered John, "" for don't you mind how he kep ' the iled silk and wet rags on yer face, and how that night when you was sickest, he held yer hands so you couldn't tache that little feller between yer eyes."
RAG_fic_2002_14169.txt-131-104_rags_fic_1974_782013.txt-3835-24,Distantly Related,"ENSEMBLE THERE 'S SOMETHIN ' HAPPENIN ' IN DIXIEI 'M FROM DIXIE SO I KNOWWE GOT A RAG WE CALL "" THE FIG TREE "" FOR THAT BIG TREE THAT WE GROWAND WHEN WE 'RE HOPPIN ' ON THE BAYOUI DEFY YOU TO BE STILLGET YOU A RAGGY TUNEGET YOU A CAJUN MOONGET YOU A JACK OR A JILL COME ON ALONGWE 'RE GON NA DO THE FIG TREE RAGYOUR BODY GON NA ZIG AND ZAGTAKE A LOOK ATEV'RY CHAP AND EV'RY CHIPPY ALL ALONG THE MISSISSIPPIDOIN ' THE DANCETHEY 'RE DANCIN ' TO THE FIG TREE RAGI WAN NA DO THE FIG TREE RAG || Middle-aged, wealthy, dressed in the best from Atlanta's fashion houses, they were two bright Easter eggs among the pile of rags."
Rags_fic_1843_7208.txt-513-8_rags_fic_1834_7047.txt-438-30,Distantly Related,"Come, fork over the solid, Old Rags, "" said the boatman, with a loud laugh, and turning with a quizzical leer to a group of captains, and sloop-boys that had gathered to see the fun. "" || look at your money-bags, for they tell the Gineral you han't got stuff enuff in the Bank to make him a pair of spectacles; none of your rags, ' says I, but the real grit: ' and with that he call'd 2 or 3 chaps in Quaker coats, and they open'd a large place about as big as the east room; ' and such a sight I never see -- boxes, bags, and kegs, all full, and I should say nigh upon a hundred cord."
Stab_fic_1819_8693.txt-536-8_stabs_fic_1989_780082.txt-1559-10,Distantly Related,"give it utterance; -- though every word Stab to my heart, that were some ease, compar'd To this dark horrible uncertainty. || He pulled himself upright, his spine unkinking with little stabs at each vertebra."
TIPPED_fic_1991_16780.txt-3914-8_tipped_fic_1980_10663.txt-2337-9,Unrelated,"SCENE 64 - MCS PAST A WOMAN, TIPPED IN L.FG. || And in fact, in that position, shafts tipped in air, he somewhat resembled an unharnessed cart or"
TIPPING_mag_2006_398384.txt-314-7_tip_mag_1999_408516.txt-13-12,Distantly Related,"LET THEM EAT CO2 THE NATURE OF TIPPING POINTS is that they happen dizzyingly fast. || , assitant professor of medicine at the University of Maryland, to tip those scales back into shape: * Drink it off: Alcohol is very deydrating, which is a big part of why you feel so rotten."
TIPS_mag_1999_407855.txt-38-23_tipped_news_1994_606771.txt-69-5,Unrelated,"muscles worked: buttocks, quadriceps and hamstrings sports applications: in-line skating, hiking, rock climbing, rowing, bicycling TRAINING TIPS * Inhale as you squat. || The existing crop of restaurants tipped heavily toward white or black; they were not truly integrated. """
Tip_mag_1999_403996.txt-20-0_tipped_fic_1995_39249.txt-214-11,Distantly Related,"Tip: Some riders like to tilt the nose of the saddle down slightly (1-2 degrees) to avoid numbness in the nether regions. || As far as anyone knew for certain, the snitch who tipped off Sneed was never discovered."
Tip_news_2004_635173.txt-48-0_tip_mag_1992_395772.txt-56-17,Unrelated,"Tip: If you want to avoid the weekend lines, try to get to Rip's before 7 p.m. || Fishermen can lengthen the distance at which the lure remains at maximum depth by holding the rod tip low at the end of the retrieve."
Tip_news_2004_635173.txt-48-0_tips_mag_1997_398795.txt-20-8,Identical,"Tip: If you want to avoid the weekend lines, try to get to Rip's before 7 p.m. || Whichever tether you choose, keep these safety tips in mind: To avoid the risk of strangulation, never leave your child unattended when he's wearing the contraption."
attack_fic_1833_7239.txt-1694-15_attacks_nf_1845_747928.txt-826-66,Distantly Related,"cried his antagonist, following him and standing over him, ready to renew the attack if he stirred with an evil purpose. || Such are some of the disadvantages of a light sandy soil; and, in thoroughly examining many of the fruit gardens of the middle states the last few seasons, we could not fail to be struck with the fact that in nine cases out of ten, where a variety of fruit was unusually liable to disease, to blight, or to the attacks of"
attack_fic_1845_7170.txt-4861-9_attack_fic_1993_25035.txt-820-7,Distantly Related,"A single instance of discipline sprang from a rude attack made by one of the larger boys, Consider Gisborne, on one whose helplessness appealed strongly to the teacher's sensibilities, Job Luce. || "" I understand she had a heart attack, "" Regan said quietly. """
attack_fic_1848_1279.txt-1511-47_attacks_mag_1972_278489.txt-11-19,Distantly Related,"It is rather a singular thing for a street musician to sing such songs as you do, and in such a manner, "" -- then, after a pause, during which she did not volunteer any information on the subject, he renewed the attack, with, "" You must have had some instruction. || As a Los Angeles junk dealer, Foxx plays a whining parent who dominates his son with phony heart attacks and other transparent but successful ruses."
attack_fic_1848_7009.txt-1181-32_attacks_mag_2007_387325.txt-12-20,Distantly Related,"I gathered from him enough to convince me that my fears, which I have already spoken of, were true; and as I afterwards heard the facts of that fatal attack, I will here relate them to you. "" || At our clinic, and at other top heart clinics across the country, our patients almost never have heart attacks, "" Agatston says. """
attack_fic_1855_1209.txt-770-29_attack_mag_1828_553929.txt-364-34,Distantly Related,"They had become somewhat accustomed to small arms, and though they had a dread of them, yet it was not sufficient to deter them from making the attack after having congregated in such numbers, and having become so wrought up by each other. || Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire."
attack_fic_1856_2470.txt-7252-13_attack_mag_1854_555935.txt-131-30,Distantly Related,"commenced the life of a pioneer, and that, in a night attack, his cabin had been burned, his wife killed, and his son carried away by the savages. || 18* // The development of Comte's system, after the outlines of it had been completed in his own mind, was delayed, in 1826, by an attack of mental disease, from which, if it had been left to take its own course, he thinks he should have speedily recovered."
attack_fic_1858_1282.txt-1444-24_attack_fic_1838_7086.txt-2732-33,Distantly Related,"Indeed such was the shattered condition of the little tenement, that you might easily have imagined it suffering from a forty years ' attack of chronic disease, and quite unfit for the habitation of so great a military hero. || being protected by the batteries of New-York, Governor's Island, and Red Hook; that, on the arrival of their fleet through the Sound, instead of making a direct attack on New-York, they should land at Kingsbridge, and take up a position across the island of New-York, cut off all communication with the mainland, and, blockading General Washington by land and water, compel him to capitulate on their own terms. """
attack_fic_1858_1282.txt-1444-24_attack_mag_1846_524014.txt-303-22,Distantly Related,"Indeed such was the shattered condition of the little tenement, that you might easily have imagined it suffering from a forty years ' attack of chronic disease, and quite unfit for the habitation of so great a military hero. || By obliging him to put his mortars on shore, and to transport them some distance overland, we so delay his attack that our troops may be concentrated in great force to oppose his onset."
attack_fic_1858_1282.txt-1444-24_attacks_mag_1972_278489.txt-11-19,Closely Related,"Indeed such was the shattered condition of the little tenement, that you might easily have imagined it suffering from a forty years ' attack of chronic disease, and quite unfit for the habitation of so great a military hero. || As a Los Angeles junk dealer, Foxx plays a whining parent who dominates his son with phony heart attacks and other transparent but successful ruses."
attack_fic_1982_780051.txt-4396-7_attack_news_1984_670941.txt-14-43,Distantly Related,"I think he's had a heart attack. "" || Some leaders, such as Jack Gravely, executive secretary of the Virginia branch of the National Association for the Advancement of Colored People, point out that Mr. Jackson, through his unwillingness in the primary season to compromise and his relentless attack on some party practices, has so changed the standards against which black political leadership is measured that things may never be the same."
attack_fic_2002_30623.txt-303-9_attack_mag_1856_590811.txt-90-38,Distantly Related,""" All I know is he had a heart attack. || Nature marked out for them the same strategy which Napoleon used with such wonderful success, that of maintaining a compact force, of dividing his enemies and bringing the greater power to bear upon the point of attack."
attack_fic_2009_36778.txt-461-18_attack_mag_1854_555935.txt-131-30,Distantly Related,"I didn't mean it to come out that harshly, but damn it, I felt under attack here. || 18* // The development of Comte's system, after the outlines of it had been completed in his own mind, was delayed, in 1826, by an attack of mental disease, from which, if it had been left to take its own course, he thinks he should have speedily recovered."
attack_mag_1823_553456.txt-249-22_attacks_news_1966_725841.txt-34-33,Distantly Related,"Schiller appears to have resigned his professorship, or at least to have suspended his attention to its duties, after the attack of illness above mentioned, although the fact is not precisely stated by the biographer, and was thus deprived of his ordinary means of living. || They feel the war in Vietnam could be concluded honorably if only the parties concerned accepted U Thant's three points, beginning with the first which calls for the suspension of air attacks on North Vietnam."
attack_mag_1828_553929.txt-364-34_attack_fic_1834_2652.txt-5065-36,Distantly Related,"Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire. || You assured me that old Snell and his two sons were the whole force that he carried, while I find two stout, able-bodied men besides, all well armed, and ready for the attack."
attack_mag_1828_553929.txt-364-34_attack_fic_1835_7134.txt-2235-79,Distantly Related,"Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire. || A day was appointed, but being unacquainted with the art of writing, or the use of numbers, the period was designated by a bundle of sticks, every stick representing a day; each of the confederated chiefs prepared a bundle corresponding in number with those of his associates, one of which was to be burned daily; and the committing of the last to the flames, was to be the signal for the attack. """
attack_mag_1828_553929.txt-364-34_attack_fic_1838_7086.txt-2732-33,Closely Related,"Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire. || being protected by the batteries of New-York, Governor's Island, and Red Hook; that, on the arrival of their fleet through the Sound, instead of making a direct attack on New-York, they should land at Kingsbridge, and take up a position across the island of New-York, cut off all communication with the mainland, and, blockading General Washington by land and water, compel him to capitulate on their own terms. """
attack_mag_1828_553929.txt-364-34_attack_fic_1839_7024.txt-2377-9,Distantly Related,"Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire. || I thought I had just awoke, after the attack which was made upon me by the assassin, when I was on my way to Mr. Marisett's house."
attack_mag_1828_553929.txt-364-34_attack_fic_1845_622.txt-11187-51,Distantly Related,"Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire. || The men divided, some plunging deeper into the forest, in order to gain their stations without giving an alarm, and others Continuing to advance, at a gait that would allow the whole party to go in order; but all devising the best plan to repulse the attack of a dog, or to escape a rifle-bullet."
attack_mag_1828_553929.txt-364-34_attack_fic_1846_544.txt-3481-11,Distantly Related,"Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire. || But he rejected the compromise indignantly, and still continued his attack on my face, as though nothing short of that would satisfy him."
attack_mag_1828_553929.txt-364-34_attack_fic_1853_2486.txt-330-33,Distantly Related,"Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire. || , like the rest of the building, were rendered, by their thickness, bullet proof -- so that when closed and bolted, the house was capable of withstanding an ordinary attack of the Indians."
attack_mag_1828_553929.txt-364-34_attack_fic_1856_2655.txt-4746-13,Distantly Related,"Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire. || The public felt this event the more that its proximate cause was an attack made upon his brother's house by Paradisi, now imprisoned in the Castle of St. Angelo, pending a law process for proof of his accusations."
attack_mag_1828_553929.txt-364-34_attack_fic_1982_780070.txt-3698-5,Distantly Related,"Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire. || I would have a sudden attack of swooning feminine weakness."
attack_mag_1828_553929.txt-364-34_attack_fic_1988_780054.txt-2791-11,Distantly Related,"Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire. || The formless couch was beginning to give me a sensory deprivation attack."
