annotation_lbl,category,sentence
FICTION_nf_1859_747415.txt-1739-70_fiction_fic_1986_23986.txt-125-7,Distantly Related,", p. 423), "" Even under the supposition that Wilhelm von Humboldt, in his now past generation, when writing ' on the Diversity of Languages and Peoples, ' may have speculated upon the possibility of reducing both into one original stock, it will remain equally certain that, in such an assumed conclusion, he was biassed by no dogmatical respect for MYTHS, FICTION, or PRETENDED TRADITION; and furthermore that, if he grounded his results on the ' Kawi Sprache, ' he inadvertently built upon a quicksand, as subsequent researches have established. ' || Somehow, and truth is stranger than fiction, she finds a job with a therapist who fancies himself a writer and has all the books on technique -- books the family used to ridicule -- next to Freud."
Fiction_fic_1838_7085.txt-189-13_fiction_mag_1978_319925.txt-11-20,Distantly Related,""" Fierce War, and faithful Love, And Truth severe by fairy Fiction dress'd. "" || Shaw spent five decades writing big movies and novels (The Young Lions, Lucy Crown) and unprofitable short fiction, because "" in a novel or a play you must be a whole man."
Fiction_fic_2009_36789.txt-198-24_fiction_fic_1854_3384.txt-2026-7,Distantly Related,"Copyright 2009 by Victoria Christopher Murray Library of Congress subject headings for this publication: Bush, Jasmine Larson (Fictitious character) -- Fiction. || Verily, there was more truth than fiction in these words."
Fiction_mag_1999_407438.txt-17-23_fiction_mag_1972_283187.txt-5-41,Distantly Related,"But perverse prizes have become the Cannes norm; there hasn't been a truly popular Palme d'Or winner since 1994's Pulp Fiction. || - Ian Fleming, On Her Majesty's Secret Service THE Union Corse, an organization that originated in the parched hills of Corsica but is today centered in Marseille, rules more in fact than even James Bond imagined in fiction."
Fiction_news_1980_734517.txt-23-0_fiction_fic_1854_3384.txt-2026-7,Identical,"Fiction five: What the Soviets are doing in Afghanistan is nobody's business but their own and the Afghans '. || Verily, there was more truth than fiction in these words."
Fiction_nf_1998_775165.txt-1-31_fiction_nf_2004_746779.txt-196-22,Identical,"by Anthony Trollope // Sophie's Choice by William Styron // Henry and Clara by Thomas Mallon // Underworld by Don DeLillo // Lonesome Dove by Larry McMurtry // 10 Non Fiction Books That Help Us Understand the World // The Decline and Fall of the Roman Empire by Gibbons // The Best and the Brightest by David Halberstam // Lenin's Tomb by David Remnick // Lincoln by David Herbert Douglas // Silent Spring by Rachel Carson // In Cold Blood by Truman Capote // How We Die by Sherwin Nuland // The Unredeemed Captive by John Demos // The Second Sex by Simone de Beauvoir // The Power Broker by Robert || According to Hutcheon, whose definition is based on postmodern theories of architecture, the self-conscious reworking of documentary material in contemporary fiction is one of the defining characteristics of the postmodern, which "" effects two simultaneous moves."
Gas_mag_1963_478107.txt-2-23_gas_nf_1995_773978.txt-794-17,Distantly Related,"The National Flog Farmer, published at Grundy Center, Iowa, has announced: Manure Smell Furnishes Farmstead's Power Needs; Gas Produced From Dung: Fertilizer Value Saved. || Sodium however is a metal that reacts violently with water, and chlorine is a highly toxic gas."
Graft_nf_1999_774959.txt-51-1_graft_news_1972_730268.txt-98-68,Distantly Related,"// Graft, gambling, and prostitution were not Port Arthur's only distinguishing features. || The official would take it by cupping his hand over the expediter's, he explained, then flip the, folder ever so the bill was on the bottom, finally using his other hand to slide the money from beneath the folder into a pocket or a drawer, The plan folder on which the expediter did his demonstration was the product of another bit of graft."
Grafts_nf_1850_747863.txt-404-1_graft_fic_2005_32405.txt-47-22,Identical,"/z/ Grafts which have become dry, may be restored if the moisture is applied so gradually that its absorption may re quire several weeks. || She remembered every step of care she'd given this plant over the last five years and none of them included a graft."
Grafts_nf_1850_747863.txt-404-1_graft_news_1972_730268.txt-98-68,Unrelated,"/z/ Grafts which have become dry, may be restored if the moisture is applied so gradually that its absorption may re quire several weeks. || The official would take it by cupping his hand over the expediter's, he explained, then flip the, folder ever so the bill was on the bottom, finally using his other hand to slide the money from beneath the folder into a pocket or a drawer, The plan folder on which the expediter did his demonstration was the product of another bit of graft."
LASS_fic_1989_13956.txt-513-4_lass_mag_1995_415117.txt-3-23,Undecidable,"DICKON SHE 'S A LASS AND THA ART ' RIGHT, AS NEEDS A SPOT WHERE SHE CAN REST IN. || The museum's two membership groups -- the Pacific Northwest Arts Council and the Contemporary Art Council -- had worked together with Pilchuck lass School executive director Marge Levy to organize the event, taking advantage of the presence in Seattle of the prestigious audience expected for Pilchuck's 25th-anniversary picnic the prior afternoon, as well as the distinguished artists, critics and art historians who occupied the stage."
Land_mag_2001_412021.txt-135-8_land_fic_1860_9072.txt-773-29,Closely Related,"The investigators began quizzing him about the Holy Land Foundation. || Then, led on by the child-like attention and womanly intelligence of his eager listener, he described to her his travels in the farther West, in the land which she cherished and loved as her father's birthplace and the home of his boyhood; told her of the boundless prairies, which had been the red man's hunting-ground, and of streams so broad and long that the boasted rivers of Damascus and of Lebanon were as feeble rills in comparison."
Lands_fic_1985_10734.txt-3876-9_LAND_news_1991_619072.txt-65-6,Identical,"Allanon was dead, gone forever from the Four Lands. || ALLEN L. CHASE San Francisco THE LAND OF OZ Editor -- Jordan is the new mayor, the Niners aren't going to the playoffs and Bill Graham is dead."
Lands_mag_1859_556807.txt-8-0_land_nf_1829_751465.txt-3079-38,Identical,"Lands and ages are described mainly by the memoirs of their representative men; and it is not events or institutions, but personages, that sustain interest in the narrative. || The Catholic army (says Antonio Agapida) entered Moclin in solemn state, not as a licentious host intent upon plunder and desolation, but as a band of Christian warriors coming to purify and regenerate the land."
Lass_fic_1974_780164.txt-1015-9_lass_fic_1843_7155.txt-1237-67,Identical,"After a moment's silence he said, "" Lass, he can not be buried in consecrated ground. || as he entered; and as the negro sentinel thrust in his turbaned head, at the half-opened door -- "" jump up on deck, and clear away my pinnace; bring it round to the starboard gangway, and after we shall have left the ship -- I and the gentlemen -- do thou and Charon lead down the lady there, and the black lass, and row them straight to the sallyport, entering the covered way: I will be there to meet ye; and hark, sirrah, in your ear -- do thou, or thy swart"
Lass_fic_1974_780164.txt-1015-9_lass_fic_2009_36846.txt-47-6,Identical,"After a moment's silence he said, "" Lass, he can not be buried in consecrated ground. || I'll no allow any other lass to be forced to face marriage to"
Lass_fic_1980_10664.txt-5887-9_Lass_fic_1981_10674.txt-5687-12,Unrelated,"Not now, "" said she, "" the Lass hath been thro ' enough Hardshipthese past Days. "" || Hastily he put 50,000 on a quinella of Pilot Fish and Butterscotch Lass and fled back to the members ' room, gratefully to sip his brandy and soda."
Lass_fic_1981_10674.txt-5687-12_lasses_fic_2003_29566.txt-57-25,Unrelated,"Hastily he put 50,000 on a quinella of Pilot Fish and Butterscotch Lass and fled back to the members ' room, gratefully to sip his brandy and soda. || In another life, he would have laughed aloud at the absurdity of the thin-shouldered seneschal even mentioning such things as manly needs and bare-bottomed lasses."
Lass_mag_1987_494263.txt-44-14_lass_fic_2004_32497.txt-94-6,Identical,"Just before the Conroys leave, one guest sings a song called "" The Lass of Aughrim. || And Ill have you know, lass, on a good night I can still give you the shagging of your life. """
Lass_news_2001_661933.txt-35-0_lass_fic_1818_8861.txt-495-8,Unrelated,"Lass was a tough-love disciplinarian during his tenure at the high school from 1955 to 1971, but devoted long hours to counseling and preparing students for college. || Why like any stout lad that loves a lass and liberty, I'll clear her out and myself too, some way or other; so"
Maxim_fic_1962_14205.txt-2861-7_Maxim_fic_1963_16356.txt-79-8,Identical,"DANIEL STEIN New Year's Eve at Maxim's? || NARRATOR 'S VOICEIf you want a night-cap at Maxim's, it's too late -- it's been closed for hours."
Maxim_fic_1984_780053.txt-4420-0_maxims_fic_1988_782036.txt-765-8,Unrelated,"Maxim, "" she said, "" there's some property I want to see before we go home. "" || Her father lived in vignettes and thought in maxims."
Maxim_fic_1998_43273.txt-149-7_maxims_fic_1815_8679.txt-336-13,Unrelated,"Even if she's not in heat Maxim will come to her. || Thy mind, superior to all sordid objects, towers ore the groveling maxims of the world, and aims a flight beyond its little views; here let me ratify again, that faith which was pledged by honor to my bosom's queen."
Maxim_fic_2001_45565.txt-725-6_maxim_fic_1835_7133.txt-1935-29,Unrelated,"of the vicinity, next day Maxim and Jeff set off for the seaside under gray clouds. || inquired a young Bostonian, forgetful of his orthodox habits -- last Sabbath evening, twirling while he spoke a ticket in his fingers -- "" you know the maxim -- when one is in Rome "" -- "" I have not been here quite long enough yet to apply the rule, "" said I; "" is not the theatre open on other evenings of the week? """
Maxim_fic_2001_45565.txt-725-6_maxims_fic_1988_782036.txt-765-8,Unrelated,"of the vicinity, next day Maxim and Jeff set off for the seaside under gray clouds. || Her father lived in vignettes and thought in maxims."
Maxim_mag_1983_298923.txt-2-15_maxim_nf_1960_774212.txt-1301-11,Unrelated,"Not far away, well-heeled tourists tuck into French cuisine at Cardin's elegant new Maxim's de Pkin. || The frequent demonstration of this truth has been formalized in the maxim, "" The kingmaker can never be king. """
Maxim_mag_1998_401996.txt-21-12_maxim_fic_1835_7014.txt-782-8,Unrelated,"We also surveyed more than 100 readers of the men's magazine Maxim who were not reluctant to share their shiver spots. || For us, we do approve the Roman maxim, To save one"
Maxim_mag_1998_401996.txt-21-12_maxim_fic_1844_3928.txt-816-3,Unrelated,"We also surveyed more than 100 readers of the men's magazine Maxim who were not reluctant to share their shiver spots. || If Plato's maxim, ' that oratory must be estimated by its effects, ' is at all correct, then is M. Dantes the greatest orator in France, for the effect of his oratory is miraculous."
Maxim_mag_2000_368396.txt-14-7_Maxim_fic_2008_36110.txt-8-26,Identical,"In person Rodriguez looks more like a Maxim cover girl than a pugilist (she has dropped 10 lbs. || Some days when Em ran up to the drawbridge and saw the kid instead of Deke in the old cane chair outside the gatehouse, reading Maxim or Popular Mechanics rather than The New York Times, she was startled to realize that Saturday had come around again."
Maxim_mag_2000_368396.txt-14-7_maxim_nf_1845_747928.txt-793-6,Unrelated,"In person Rodriguez looks more like a Maxim cover girl than a pugilist (she has dropped 10 lbs. || It is, however, a maxim equally well settled, both among theorists and the best practical men, that health, immediate vigour,"
Maxim_news_1970_728376.txt-16-54_maxim_nf_1852_748165.txt-3024-18,Unrelated,"Russell's self-assessment scanted his lifelong passionate such as Whitehead and Wittgenstein; scientists such as Ein stein, Niels Bohr and Max Born; writers such as P. G. Wodehouse, Joseph Conrad, D. H. Lawrence, E. M. Forster, T. S. Eliot, Ezra Pound, George Bernard Shaw, Maxim Gorky and H. G. Wells; and political figures || V. And hence, we may judge of the truth of that oft-repeated, but worse than puerile maxim,"
Maxim_news_1988_670728.txt-8-26_Maxim_mag_2006_380363.txt-4-12,Unrelated,"dining rooms The French-born chef, Patrick Pinon, who previously ran kitchens at La Recolte, the Garden City Hotel on Long Island, and Maxim ' s, clearly is capable of turning out splendid dishes to justify the $49 prix fixe; at the moment, however, he seems to be straining, trying to dazzle customers with handiwork rather than delight them with clean flavors. || It will be soon, now that local editions of glossies from Maxim to Vogue are feeding the hunger for gadgets, new duds and fast cars -- social ammunition for middle-class lifestyles."
Maxim_news_1998_611613.txt-44-8_maxim_mag_1849_525201.txt-349-29,Unrelated,"His code name in his younger days was Maxim. || And instead of laying so much stress on opinion, as if this were the only matter of unity, how much better would it be to remember the maxim acted upon of old, by different parties in the Church, that "" Catholics, as Catholics, agree always in matters of faith, and good Catholics never break charity, but the best Catholics, as men, may vary in their opinions"
Multitudes_nf_1815_747659.txt-266-0_multitude_fic_1970_14238.txt-2275-8,Identical,"Multitudes of them are chained to the harness with scanty food, and goaded forward to drag the baggage of an army and the thun dering engines of death, until their strength has failed, their breath exhausted, and the kindness they then receive is the lash of the whip or the point of a spear. || And suddenly there was with the angel a multitude of the heavenly hosts praising God and saying -- (The CONGREGATION in a great burst of sound chant forth their praise.)"
PROPS_mag_2003_414419.txt-34-0_props_news_1961_721889.txt-53-4,Unrelated,PROPS: A rambunctious peformer with a snappy tail that finishes each turn with gusto. || they hope the higher props will keep market prices at a profitable level.
PROPS_mag_2003_416114.txt-89-0_prop_nf_1829_747740.txt-1267-59,Unrelated,"PROPS: Thanks to its wider, 78-mm waist, the new World Piste rebounds like a trampoline in powder. || Art thou then A stranger in this land, and knowest not That she who was our lov'd and prized one, /z/ The key-stone of our friendship's firm-knit arch, - - The clasp by which bands numberless were held, - - The spring by which all kindly streams were fed, - - The prop on which fond hearts too fondly leaned, Is gone, and hath not left her like behind!"
PROPS_mag_2005_423713.txt-4-0_PROPS_mag_2006_386389.txt-71-0,Identical,PROPS: Perfect all-mountain ski for the skier who spends a lot of time making arcs. || PROPS: Torsional stiffness creates a race-stock feel in big sweeping arcs.
PROPS_mag_2007_387685.txt-42-0_prop_fic_1835_1103.txt-4648-34,Unrelated,"PROPS: Stash pocket on the back of the hand holds heat packs or a few extra rounds || There was another authority, or agent of the public, that is equally perched on the social beam, though not quite so dependent as the three just named, upon the main prop of the people -- being also propped by a mechanical disposition of the tripod itself."
PROPS_mag_2007_387685.txt-42-0_prop_news_1966_725544.txt-4-25,Undecidable,"PROPS: Stash pocket on the back of the hand holds heat packs or a few extra rounds || Sharp change felt Agreements between the United Arab Republic on the one hand and two American and one Italian firms on the other, if prop erly implemented, would also go far beyond domestic Egyptian needs."
Part_fic_1834_7252.txt-2209-0_part_nf_1969_774314.txt-1448-7,Distantly Related,"Part of them belong to Lopez; let him come and herd them. ' || Before then, after tobacco had become part of everyday custom in every part of the Western world, pipe tongs graced many a fashionable hearth and were considered utensils; but because they held a prominent position in the sitting room, they were usually finely made and nicely decorated, giving them a position midway between utensils and decorative ironwork."
Part_fic_1834_7252.txt-2209-0_parts_fic_1845_622.txt-3025-27,Closely Related,"Part of them belong to Lopez; let him come and herd them. ' || Doubt not that you will see us often, my child, particularly during the frequent visits that I shall be compelled to make to the distant parts of the country."
Pin_fic_1823_8520.txt-1332-2_pinned_fic_1859_9037.txt-856-13,Identical,"delay, Pin up your aprons, both, and come away. || I shuddered and stood still as the two haggish-looking old women wrapped and pinned the sheet about the stiffening limbs, with as much imbecile glee as they apparently were capable of. """
Pinning_mag_1970_282090.txt-31-0_pin_fic_1840_8909.txt-1935-12,Unrelated,"Pinning down a Barthelme story is obviously a surrealistic experience - rather like trying to explain a Groucho Marx joke to someone who has never heard of Groucho Marx. || Lamato No, for Mammon I love him, and I will pin him tightly to me; why should not I run through a change?"
Plane_mag_1844_555220.txt-284-1_planes_mag_1977_287550.txt-17-1,Unrelated,"The Plane or Buttonwood tree, so common in our streets and environs, has hitherto || Our planes in the Berlin air corridor were buzzed; the autobahns were blocked."
Plane_nf_1827_748059.txt-314-33_plane_fic_1989_10778.txt-3293-7,Unrelated,"Oak, old English, young tree, 363 "" old ship timber, "" from old tree, "" medium qualities, "" green, Beech, medium quality, Alder, Plane tree. || The right wing slammed down and the plane rolled inverted again. """
Player_fic_1855_604.txt-3943-23_players_nf_1833_747531.txt-1984-1,Distantly Related,"We can not, therefore, doubt Mr. Maelzel's ability, and we must necessarily suppose that he intentionally suffered his Chess Player to remain the same artificial and unnatural figure which Baron Kempelen (no doubt also through design) originally made it. || The players upon these occasions were formed into two parties, distinguished by their dress, each displaying as much magnificence as their costume would allow; this consisted m a light waistcoat and cap, the cloak was thrown aside in order to give as much freedom as possible to the action of the performer."
Player_mag_1967_218804.txt-16-18_player_mag_2001_138500.txt-19-8,Identical,"He became the first man in history to win unanimous selection as the National League's Most Valuable Player. || He hits, he's our key defensive player, he's our most dangerous player on the power play, and no other big guy can skate as fast as he can."
Players_news_1997_602128.txt-163-19_player_nf_1846_748061.txt-1602-22,Distantly Related,"Monday's picks to click Philadelphia: WR Michael Timpson Dallas: TE Eric Bjornson Not so sure hands Players who fumbled on the highest percentage of touches last year, minimum of 100 touches (touches include rush attempts || After performing in a variety of places, and enduring all the inconveniences and annoyances to which the life of a strolling player is subject, he obtained a situation in Mr. De Camp's company, at Newcastle-upon-Tyne."
Prop_news_1994_620088.txt-46-17_prop_fic_1812_8652.txt-1700-8,Unrelated,"Mr. Shaw would do well, however to reflect more closely on the real facts surrounding the Prop G. The "" grass-roots "" campaign that Mr. Shaw describes simply does not exist. || 'd me its brightest hope, its future prop."
RAG_fic_2002_14169.txt-131-104_rags_fic_2004_49215.txt-93-5,Undecidable,"ENSEMBLE THERE 'S SOMETHIN ' HAPPENIN ' IN DIXIEI 'M FROM DIXIE SO I KNOWWE GOT A RAG WE CALL "" THE FIG TREE "" FOR THAT BIG TREE THAT WE GROWAND WHEN WE 'RE HOPPIN ' ON THE BAYOUI DEFY YOU TO BE STILLGET YOU A RAGGY TUNEGET YOU A CAJUN MOONGET YOU A JACK OR A JILL COME ON ALONGWE 'RE GON NA DO THE FIG TREE RAGYOUR BODY GON NA ZIG AND ZAGTAKE A LOOK ATEV'RY CHAP AND EV'RY CHIPPY ALL ALONG THE MISSISSIPPIDOIN ' THE DANCETHEY 'RE DANCIN ' TO THE FIG TREE RAGI WAN NA DO THE FIG TREE RAG || Flame sprang from the tallow-soaked rags on the firepikes, giving more smoke than light."
Rags_fic_1968_10498.txt-13137-7_rag_mag_1975_479719.txt-346-12,Unrelated,"I thought, Saul and Lola and Rags don't really care much about me; I can't depend on them. || There is still the psychiatrist, with whom she feels like a rag doll being urged to march forth with the metallic purpose of a mechanical majorette."
Record_mag_1980_485877.txt-172-10_record_fic_1845_7295.txt-6579-25,Distantly Related,"But perhaps the most interesting experiment anywhere is The Union Record (Seattle), the labor daily which, on the President's arrival in that city, dared, to the horror of the correspondents accompanying him, || Julian spared him that portion of his knowledge, secret to all but himself, of which he had left such a sudden and bloody record, at midnight, on the battle-field of Ceuta."
Record_mag_1980_485877.txt-172-10_records_fic_2001_31378.txt-80-16,Distantly Related,"But perhaps the most interesting experiment anywhere is The Union Record (Seattle), the labor daily which, on the President's arrival in that city, dared, to the horror of the correspondents accompanying him, || Little Miss Zoe, "" she started in on me as she looked over my school records, "" have a seat over there by the window and pay attention."
Record_nf_1828_747473.txt-1981-3_record_fic_1850_7304.txt-363-30,Identical,"/z/ /q/ ' Record your resolutions; number your duties; kindle your devotion at the foot of the cross; fix your fleeting hopes; and prepare for the year that shall never end. || To apply it to a nobleman, indeed, would have been, at one time, to have given a mortal affront, and a curious anecdote is on record, to this effect in the case of"
STROKES_fic_1970_16315.txt-3855-6_stroke_mag_2004_414155.txt-34-7,Unrelated,"LOVELY MUSIC BEGINS WEAKLY, SHE STROKES HIS FACE IN RESPONSE. || The Pop If you're stoked to stroke, launch your boat from Ely, an old mining town that Charles Kuralt once called the number one vacation destination in America."
TIPPING_mag_2006_398384.txt-314-7_tip_mag_1858_506205.txt-54-39,Distantly Related,"LET THEM EAT CO2 THE NATURE OF TIPPING POINTS is that they happen dizzyingly fast. || Strain was not sorry he had acted on the hint of the landlord at Casa Bianca and propitiated the drivers, for nothing was easier than for them to save themselves and yet, at the same time, tip the occupants of the birlocna to Hades below."
TIP_mag_2006_398898.txt-37-0_tip_fic_1851_746.txt-4519-42,Unrelated,"TIP Invest in a few solid shirts, a cashmere V-neck, and a textured cardigan. || vast swells of the omnipotent sea; the surging, hollow roar they made, as they rolled along the eight gunwales, like gigantic bowls in a boundless bowling-green; the brief suspended agony of the boat, as it would tip for an instant on the knife-like edge of the sharper waves, that almost seemed threatening to cut it in two; the sudden profound dip into the watery glens and hollows; the keen spurrings and goadings to gain the top of the opposite hill; the headlong, sled-like slide down its other side; -- all these, with the cries of the headsmen and harpooneers, and the shuddering gasps of the oarsmen, with the wondrous sight of the ivory Pequod bearing down upon her boats with outstretched sails, like a wild hen after her screaming brood; -- all this was thrilling."
TIP_mag_2006_398898.txt-37-0_tip_mag_1820_553305.txt-6-2,Undecidable,"TIP Invest in a few solid shirts, a cashmere V-neck, and a textured cardigan. || WE took tip this volume without much expectation of pleasure or instruction."
TWIST_fic_1973_16207.txt-2067-3_twists_news_1982_668296.txt-16-18,Unrelated,"-- 99 -- TWIST (irritated) What the hell's the matter with you. || TV pictures about rape tend to take advantage of the subject, but this one - some implausible twists in the storyline notwithstanding - is generally restrained."
Tip_mag_1980_432027.txt-215-12_tips_mag_1995_396808.txt-43-12,Unrelated,"Among other government figures, women rated House Speaker Thomas P. "" Tip "" O'Neill, Jr., more influential? || If you fix your gaze on one point (like your ski tips) for too long, your focus system can become "" stuck, "" so that when you look at a distant object, your eyes can't interpret information fast enough."
Tip_news_2004_635173.txt-48-0_tipped_fic_1835_7133.txt-1239-22,Unrelated,"Tip: If you want to avoid the weekend lines, try to get to Rip's before 7 p.m. || The mourners formed a lane from the altar to the door, each holding a long, unlighted, wax taper, tipped at the larger end with red, and ornamented with fanciful paper cuttings."
Tips_mag_1998_401608.txt-13-26_TIPPED_fic_1991_16780.txt-3914-8,Unrelated,"If it's cramping your taskbar, check out alternatives for getting to the desktop (see "" Better Ways to Your Desktop, "" Windows Tips, June, page 285). || SCENE 64 - MCS PAST A WOMAN, TIPPED IN L.FG."
