annotation_lbl,category,sentence
Ball_fic_1998_14643.txt-1259-34_ball_fic_1834_7030.txt-1898-27,Identical,"oops, sorry -- operators of the local sewage treatment plant, of Sparks, Nevada, were forced to warn locals not to pour grease down the drain, after a Monster Grease Ball disrupted operations. || Then, bracing his nerves, he proceeded to effect his exit through the opening, and was vigorously struggling to free himself, when a musket ball whistled by his ear and buried itself in the wooden sill of the house."
Ball_fic_1998_14643.txt-1259-34_ball_mag_1970_479117.txt-88-13,Closely Related,"oops, sorry -- operators of the local sewage treatment plant, of Sparks, Nevada, were forced to warn locals not to pour grease down the drain, after a Monster Grease Ball disrupted operations. || They were building hi-fi speakers at Braun's no bigger than a tennis ball, but with an inimitable purity of tone."
Ball_fic_1998_14643.txt-1259-34_balls_fic_2006_27868.txt-198-8,Closely Related,"oops, sorry -- operators of the local sewage treatment plant, of Sparks, Nevada, were forced to warn locals not to pour grease down the drain, after a Monster Grease Ball disrupted operations. || She was alone on the tee, hitting balls out to Kenny Burke's little brother -- but she wasn't so much hitting as flailing at them with the most god-awful swing one could imagine."
Ball_mag_2000_401152.txt-24-23_ball_fic_1854_9218.txt-3589-17,Undecidable,"But it's making a big comeback in collegiate training rooms, "" says Dave Pearson, Ph.D., an exercise physiologist at Ball State University. "" || He never came near me all day, and toward night I began to dress for the ball."
Ball_mag_2002_384996.txt-52-8_ball_fic_2000_27978.txt-555-1,Identical,"// * MINIATURE BALL: It is like Ball but smaller, between 2 and 3 1/2 inches wide. || eight ball, but I 'm going to drag her down to Be-Stitched the minute she gets here and force her to make a decision. """
Ball_mag_2002_384996.txt-52-8_ball_fic_2008_36315.txt-261-17,Identical,"// * MINIATURE BALL: It is like Ball but smaller, between 2 and 3 1/2 inches wide. || Wedging myself into the pack, I tried to make a grab at the man with the ball."
Ball_mag_2002_384996.txt-52-8_ball_mag_1859_506412.txt-59-8,Unrelated,"// * MINIATURE BALL: It is like Ball but smaller, between 2 and 3 1/2 inches wide. || morning and evening, dined every day in ball, and never went to a single evening party."
Bit_news_1983_669272.txt-15-1_bit_fic_1964_10453.txt-834-4,Closely Related,"// Bit by bit, the interruptions become disruptions. || There's always a bit of money to be had for a worthy cause in Boston."
Bits_fic_1856_1281.txt-3685-0_bit_fic_1840_7332.txt-1696-11,Distantly Related,"Bits of artificial flowers are strewn about the carpet, a shawl is seen thrown over one chair, a mantle over another; the light is half shut off-everything bears evidence of the gaieties of luxurious life, the sumptuous revel and the debauch. || I say, stranger, here's a house -- a bit of a tavern, I suppose; yes, there are wagons -- and there's a light in the bar-room -- they be in"
Bits_fic_1856_1281.txt-3685-0_bit_fic_1844_7081.txt-1594-6,Closely Related,"Bits of artificial flowers are strewn about the carpet, a shawl is seen thrown over one chair, a mantle over another; the light is half shut off-everything bears evidence of the gaieties of luxurious life, the sumptuous revel and the debauch. || Tom swore Bob was the best bit o ' horse flesh in New York."
Bits_fic_1856_1281.txt-3685-0_bit_fic_1856_1552.txt-8126-21,Distantly Related,"Bits of artificial flowers are strewn about the carpet, a shawl is seen thrown over one chair, a mantle over another; the light is half shut off-everything bears evidence of the gaieties of luxurious life, the sumptuous revel and the debauch. || who was only thirty-four; and Miss Ellen whispered back, in reply: -- "" She hasn't the slightest bit of shame! """
Bits_fic_1856_1281.txt-3685-0_bit_fic_2007_52343.txt-275-5,Identical,"Bits of artificial flowers are strewn about the carpet, a shawl is seen thrown over one chair, a mantle over another; the light is half shut off-everything bears evidence of the gaieties of luxurious life, the sumptuous revel and the debauch. || you offer me for the bit I can tell? """
Bits_fic_2009_36638.txt-804-0_bit_nf_1969_774314.txt-476-11,Unrelated,"Bits of tea leaves clung to the inner curves of the broken cup. || Essentially a drill is a scraping instrument, while the auger bit cuts and must therefore have a cutting edge."
Bits_fic_2009_36638.txt-804-0_bits_fic_1982_10690.txt-4985-19,Identical,"Bits of tea leaves clung to the inner curves of the broken cup. || Within the circles, trees, wildlife -- whatever had been there, apparently -- had been ground to bits."
Bits_fic_2009_36638.txt-804-0_bits_fic_1982_10698.txt-560-9,Identical,"Bits of tea leaves clung to the inner curves of the broken cup. || It was freezing solid as it moved forward -- bits were breaking off like glass -- but it was still advancing toward the ship, a black tidal wave, slowing down all the time."
Bits_fic_2009_36638.txt-804-0_bits_mag_1845_555339.txt-10-10,Identical,"Bits of tea leaves clung to the inner curves of the broken cup. || The surface seemed entirely covered with a discoloring substance resembling bits of chopped hay, with jagged ends, each"
Bits_mag_1999_408736.txt-38-2_bit_fic_1818_7631.txt-303-79,Identical,"God's Bits of Wood (1960), a novel, By Sembene Ousmane. || Doat on her charms, as misers doat on pelf And like Narcissus pines for pretty self, Check her betimes, before too late you find Self love the ruling passion of her mind; Ere she assume those gestures, and grimaces, Which pretty simpletons mistake for graces, Who set themselves up beauties by profession, And think to hold all hearts in their possession, (As boys string bird's eggs on a bit of thread) By charms, which rival goddesses might dread."
Bits_news_1997_652831.txt-66-11_bit_fic_1848_7193.txt-9902-12,Identical,"In her book about their relationship, "" Love You to Bits and Pieces, "" now being released by Penguin in the United States, Mrs. Helfgott describes her husband's life in what he calls the "" heaven "" of their rural home in Promised Land, two hours northwest of Sydney, where she said he plays the piano at least six hours a day. || And now I'll take some bread and cheese, or a bit of cold chicken and a mug of cider, with a pipe of tobacco."
CIRCLING_fic_1968_24505.txt-2485-4_circle_fic_1839_8627.txt-1994-11,Identical,"411 SKY SHOT - CIRCLING BIRDS Sea gulls are soaring overhead. || See how they bear him up upon their wings, And circle him with glory!"
Chef_fic_1819_8988.txt-1465-17_chef_nf_1991_774072.txt-1394-40,Undecidable,"Col. Arthur P. Hayne Governor Claiborne and General Carroll, guarding against attack, by way of Chef Menteur, lie posted, by your order, on the Gentilly road. || A traditional recipe is given in chapter 4, but, as noted there, different herbs and vegetables can be used, depending on the type of fish being prepared, the region, and the whim of the chef."
Chef_fic_1819_8988.txt-1529-15_chefs_mag_1994_426049.txt-149-1,Undecidable,"-- If, during the night, no force appear, in the direction of Chef Menteur; require that he join me with his whole command. || Smart chefs will use chicken broth instead of butter, but at Mom's table, smart doesn't always cut it."
Chef_fic_1835_7133.txt-2558-11_chefs_fic_2004_32588.txt-86-3,Undecidable,"Extensive fortifications of brick have been erected at Petits Coquilles, Chef Menteur, and Bayou Bienvenu, the two former guarding the passes of the Rigolet, between lake Borgne and lake Pontchartrain, and the latter the approach from lake Borgne toward New-Orleans. || the kitchen when chefs would let him get away with it. """
Chef_fic_1844_3928.txt-1406-9_chef_news_2006_629441.txt-92-6,Undecidable,"Morrel has received a regiment, and Joliette is Chef d'Escadron of Spahis. || While they were dating, executive chef Jonathan Jones of the Tasting Room took his wife to Empress"
Chef_fic_1850_7304.txt-1678-37_chef_news_2006_629441.txt-92-6,Undecidable,"Il fallut songer ensuite lui donner un successeur, et le choix que l'on fit, fut plus sage, qu'on ne devoit l'attendre de gens, do nt les mains fumoient encore du sang de leur Chef. || While they were dating, executive chef Jonathan Jones of the Tasting Room took his wife to Empress"
Chef_fic_1993_25016.txt-45-24_chef_fic_1848_1108.txt-660-44,Identical,"She was getting pretty tired of the instant macaroni-and-cheese suppers she'd been fixing herself, with an occasional chicken potpie or can of Chef Boyardee ravioli thrown in to break the monotony. || He was a young man who much preferred a state of self-satisfaction to humiliation of any sort, and after he had endured Clementina's gaze as long as he could, he said, "" Perhaps you don't allow anybody but the chef to call you that? """
Chef_fic_1995_39408.txt-349-5_chef_nf_1833_747531.txt-2651-12,Unrelated,""" So, "" the Chef du Village says with a shrug, already scanning down the line. "" || Indeed what can be so gratifying as the contemplation of so many chef d'oBuvres of genius or of mind?"
Chef_mag_1997_428061.txt-162-1_chefs_nf_1977_774125.txt-1398-15,Undecidable,"Magic Chef has been among the less reliable brands of top-loading machines. || Now, Bocuse knows all this, and he is one of the most brilliant chefs in France."
Chef_mag_2001_415832.txt-315-0_chef_mag_1986_432289.txt-29-3,Identical,"Chef Anthony and his staff work in an open kitchen so diners at The Inn &; Spa at Cedar Falls can order their meals and then watch the preparation. || Seppi Renggli, chef of The Four Seasons restaurant in New York, created his own spa cuisine in conjunction with a nutritionist."
Chef_news_1977_732998.txt-23-0_chef_mag_2002_397228.txt-0-30,Identical,"Chef Julia Child often brings along a roast lamb sandwich from home. || @@397228 // Hurtling toward American Idol's hotly anticipated climax, finalists Kelly Clarkson, Nikki McKibbin and Justin Guarini savor living large in a mansion equipped with a personal chef (and an on-call shrink) Sunup on L.A.'s Mulholland Drive and the only evidence Tamyra Gray ever dwelled here with the other American Idol finalists is a note she left behind, like some message from a reality-TV ghost."
Chef_news_1977_732998.txt-23-0_chefs_news_1993_655748.txt-41-5,Identical,"Chef Julia Child often brings along a roast lamb sandwich from home. || by some of the best-known chefs in America. """
Chef_nf_1843_748690.txt-2460-61_chefs_fic_2004_32588.txt-86-3,Undecidable,"My dear Monsieur W., turning to his companion (an English gentleman from whom and from his family I subsequently experienced unbounded kindness and hospitality on various occasions, and at different periods at Seville), allow me to introduce to you my most cherished and respectable friend, one who is better acquainted with Gypsy ways than the Chef des Bohemiens a Triana, one who is an expert whisperer and horse-sorcerer, and who, to his honour I say it, can wield hammer and tongs, and handle a horse-shoe with the best of the smiths amongst the Alpujarras of Granada. || the kitchen when chefs would let him get away with it. """
Chefs_news_1994_641063.txt-27-0_chef_nf_1991_774072.txt-1394-40,Identical,"Chefs throughout the country favor merlot in their brown sauces for its appropriately soft texture - velvet wine in a satin sauce. || A traditional recipe is given in chapter 4, but, as noted there, different herbs and vegetables can be used, depending on the type of fish being prepared, the region, and the whim of the chef."
Circle_fic_2007_52477.txt-270-44_circled_fic_1961_781980.txt-1331-7,Undecidable,"Author Affiliation LEE SMITH is the author of three story collections and twelve novels, including Oral History (1983), Fair and Tender Ladies (1988), and The Last Girls (2002), cowinner of the Southern Book Critics Circle Award for Fiction. || They walked down the gravel path, circled the pool and fountain."
Circle_fic_2007_52477.txt-270-44_circled_fic_2007_34154.txt-18-29,Distantly Related,"Author Affiliation LEE SMITH is the author of three story collections and twelve novels, including Oral History (1983), Fair and Tender Ladies (1988), and The Last Girls (2002), cowinner of the Southern Book Critics Circle Award for Fiction. || Small-boned, with light brown hair and blue-green eyes, she dressed like the perfectly conservative product of a conservative school except that a delicate tracery of tattooed flowers circled one thin white wrist and was almost unnoticeable beneath the leather band of her watch."
Circle_fic_2007_52477.txt-270-44_circled_nf_1844_747892.txt-1058-25,Undecidable,"Author Affiliation LEE SMITH is the author of three story collections and twelve novels, including Oral History (1983), Fair and Tender Ladies (1988), and The Last Girls (2002), cowinner of the Southern Book Critics Circle Award for Fiction. || Edouard Jess has been a favourite with us these two years, and is still admired for the beautiful flowers, of a bright red circled by a pale tint, delightfully fragrant."
Circle_fic_2007_52477.txt-270-44_circling_nf_1849_749269.txt-626-4,Distantly Related,"Author Affiliation LEE SMITH is the author of three story collections and twelve novels, including Oral History (1983), Fair and Tender Ladies (1988), and The Last Girls (2002), cowinner of the Southern Book Critics Circle Award for Fiction. || he said again, circling back to his favorite maxim."
Circle_fic_2007_52477.txt-270-44_circling_nf_1989_774255.txt-8-51,Undecidable,"Author Affiliation LEE SMITH is the author of three story collections and twelve novels, including Oral History (1983), Fair and Tender Ladies (1988), and The Last Girls (2002), cowinner of the Southern Book Critics Circle Award for Fiction. || The situation in the condenser and in the conductor, at the moment that the plates were chargeless and the current was zero, was, then, a very strange one that had never been conceived of before: a magnetic field in empty space with its lines of force circling a wire in which no current was flowing and circling the empty space between the condenser plates with no charges on them."
Circle_mag_2001_370600.txt-17-23_Circled_mag_1840_554815.txt-207-38,Undecidable,"Reynolds Price is the author of more than 30 books, including Kate Vaiden, for which he received the National Book Critics Circle Award in 1986 || lie soon Saw within ken a glorious Angel stand, The same whom John saw also in the sun: His back was turned, but not his brightness hid; Of beaming sunny rays a golden tiar Circled his head, nor less his locks behind Illustrious on his shoulders fledge with wings Lay waving round; on some great charge employed He seemed, or fixed in cogitation deep. """
Circle_mag_2001_370600.txt-17-23_circling_nf_1849_749269.txt-626-4,Undecidable,"Reynolds Price is the author of more than 30 books, including Kate Vaiden, for which he received the National Book Critics Circle Award in 1986 || he said again, circling back to his favorite maxim."
Circle_nf_2006_775510.txt-112-0_circled_fic_1985_10729.txt-5570-4,Identical,"Circle yes if it is your mother or father or a sibling (if a stepsibling, circle no) // Y / N Did this relative get the disease with a suspected genetic link before age sixty-five? || The jerking stiff-jointed puppets circled him, shuffling and bobbingp229along the floorboards."
Circle_nf_2006_775510.txt-112-0_circled_fic_2005_780526.txt-2258-12,Identical,"Circle yes if it is your mother or father or a sibling (if a stepsibling, circle no) // Y / N Did this relative get the disease with a suspected genetic link before age sixty-five? || Over the threshold is a holoform: a pig with wings, circled by the legend "" Hog Heaven!"
Circled_fic_1811_8637.txt-163-27_Circling_fic_1848_7992.txt-315-50,Identical,"When brothers are at variance, could they think On one tear a mother shed on them, That woke their slumbers, while their infant arms Circled each other's neck, ' t would surely quench All sparks of strife within their breasts for ever. || As the rivers, farthest flowing, In the highest hills have birth; As the banyan, broadest growing, Oftenest bows its head to earth, -- So the noblest minds press onward, Channels far of good to trace; So the largest hearts bend downward, Circling all the human race; Thus, by Iron's aid, pursuing Through the earth their plans of love, Men our Father's will are doing, Here, as angels do above!"
Circled_fic_1835_8114.txt-434-8_circling_fic_1849_7230.txt-2441-6,Identical,"They shall not say that when the fire Circled the hunted herd, his sire Wept like the roebuck when he flies, End note: 1Kb And died as warrior never dies. || ye lieges all advance, And circling join in merry Morrice dance. """
Circled_fic_1837_8325.txt-1223-14_circling_fic_2001_14559.txt-2980-18,Identical,"Thy pleasant spot of birth Is sad without thee, and an ancient head Circled with years and blessings as a crown Bows low with the first pang thou e'er didst cause A father's bosom. || And all around me people shouting, shouting and something like water rushing in through my head and circling my skull."
Circled_fic_1837_8687.txt-961-1_circling_fic_1849_7230.txt-2441-6,Identical,"Euphas Circled with Christian swords, Stands waiting thy behest! || ye lieges all advance, And circling join in merry Morrice dance. """
Circled_fic_1837_8687.txt-961-1_circling_fic_2001_14559.txt-2980-18,Identical,"Euphas Circled with Christian swords, Stands waiting thy behest! || And all around me people shouting, shouting and something like water rushing in through my head and circling my skull."
Circled_fic_1853_7455.txt-317-9_circle_nf_1827_747521.txt-163-33,Identical,"So she stood in this Palace of Pleasure, Circled round by the Swans of Delight. || Let 6/, be the central hne; divide it into four parts, and at one fourth make the hne a b across the column; on c, make the half circle a e b; with the distance / 1, at the neck of the column, and on 1, on the central hne, make the points 1, 1, on the circle; divide from 1 to c,"
Circled_fic_1853_7455.txt-317-9_circling_nf_1849_749269.txt-626-4,Distantly Related,"So she stood in this Palace of Pleasure, Circled round by the Swans of Delight. || he said again, circling back to his favorite maxim."
Circled_mag_1840_554815.txt-207-38_circled_fic_1973_10569.txt-2907-9,Closely Related,"lie soon Saw within ken a glorious Angel stand, The same whom John saw also in the sun: His back was turned, but not his brightness hid; Of beaming sunny rays a golden tiar Circled his head, nor less his locks behind Illustrious on his shoulders fledge with wings Lay waving round; on some great charge employed He seemed, or fixed in cogitation deep. "" || A new concrete road ran up to it and circled it to rejoin itself and fade away into the dun thistle-strewn hills."
Circled_mag_1840_554815.txt-207-38_circled_mag_1840_554815.txt-255-35,Identical,"lie soon Saw within ken a glorious Angel stand, The same whom John saw also in the sun: His back was turned, but not his brightness hid; Of beaming sunny rays a golden tiar Circled his head, nor less his locks behind Illustrious on his shoulders fledge with wings Lay waving round; on some great charge employed He seemed, or fixed in cogitation deep. "" || A woman in distress affects most minds more strongly than a suffering angel; and this scene of purely human character served as a pretty touchstone, to try the sympathies of the many who circled the gallery."
Circled_mag_1840_554815.txt-207-38_circling_fic_1843_7155.txt-169-45,Undecidable,"lie soon Saw within ken a glorious Angel stand, The same whom John saw also in the sun: His back was turned, but not his brightness hid; Of beaming sunny rays a golden tiar Circled his head, nor less his locks behind Illustrious on his shoulders fledge with wings Lay waving round; on some great charge employed He seemed, or fixed in cogitation deep. "" || not traversed half the space between her and their nearest barque, before, with an explosion that might be heard leagues away into the pathless forest, startling the wild beast and the wilder Indian in his lair, and with a wide and circling glare that for an instant made the broad daylight pallid, the caravel blew up!"
Circling_fic_1848_7992.txt-315-50_circled_fic_1852_593.txt-1202-17,Identical,"As the rivers, farthest flowing, In the highest hills have birth; As the banyan, broadest growing, Oftenest bows its head to earth, -- So the noblest minds press onward, Channels far of good to trace; So the largest hearts bend downward, Circling all the human race; Thus, by Iron's aid, pursuing Through the earth their plans of love, Men our Father's will are doing, Here, as angels do above! || Those pleasantly swelling slopes of our farm, descending towards the wide meadows, through which sluggishly circled the brimful tide of the Charles, bathing the long sedges on its hither and farther shores; the broad, sunny gleam over the winding water; that peculiar picturesqueness of the scene where capes and headlands put themselves boldly forth upon the perfect level of the"
Circling_fic_1852_8028.txt-398-39_Circled_fic_1837_8687.txt-961-1,Identical,"-- Did I not tell you, then, That you were Salem's fairest daughter, That in the field and in the house, by stream And wood and sea-side lonely, I thought of you -- Circling your gentle heart with this same arm, Did I not say, as now I say, and ever, Ever shall, I love you! || Euphas Circled with Christian swords, Stands waiting thy behest!"
Circling_fic_1852_8028.txt-398-39_circled_fic_1989_780083.txt-2098-19,Identical,"-- Did I not tell you, then, That you were Salem's fairest daughter, That in the field and in the house, by stream And wood and sea-side lonely, I thought of you -- Circling your gentle heart with this same arm, Did I not say, as now I say, and ever, Ever shall, I love you! || As soon as he got there, a host of white flowers flew up from under his feet and circled above him anxiously like startled pigeons."
Circling_fic_1852_8028.txt-398-39_circling_nf_1849_749269.txt-626-4,Distantly Related,"-- Did I not tell you, then, That you were Salem's fairest daughter, That in the field and in the house, by stream And wood and sea-side lonely, I thought of you -- Circling your gentle heart with this same arm, Did I not say, as now I say, and ever, Ever shall, I love you! || he said again, circling back to his favorite maxim."
Circling_fic_1854_7839.txt-1328-0_circling_fic_1849_7230.txt-2441-6,Identical,"Circling mountains, purple beaming, Lured his soul to constant dreaming, -- Ever dreaming, ever scheming, -- On and upward was his gaze. || ye lieges all advance, And circling join in merry Morrice dance. """
Circling_fic_1854_8328.txt-3829-0_circling_fic_1849_7230.txt-2441-6,Identical,"Circling over thy bosom of blue The light, graceful gull was afloat, And gravelly Bluff Point loomed to view From the deck of our beautiful boat. || ye lieges all advance, And circling join in merry Morrice dance. """
Circling_fic_1961_10405.txt-1211-0_circled_fic_1978_782020.txt-1272-1,Identical,"Circling the city, indeed its primary vein of extra-human, by day it thrust the streets back upon their own mortality, miserable or effete. || Janet circled him at a distance as though he might still be dangerous."
Circling_fic_1961_10405.txt-1211-0_circled_fic_2004_31680.txt-17-3,Identical,"Circling the city, indeed its primary vein of extra-human, by day it thrust the streets back upon their own mortality, miserable or effete. || A diamond collar circled his neck and diamond guards glinted on his wrists and ankles."
Circling_fic_1984_13602.txt-962-0_circle_fic_1839_8627.txt-1994-11,Identical,"Circling SAPPHO while singing, TIMAS, ANACTORIA and CLEIS dress her in the death-gown, as she had dressed ANACTORIA as Aphrodite in Act I. SAPPHO enters the death-cave, where ATTHIS sees her as the figure of Death. || See how they bear him up upon their wings, And circle him with glory!"
Circling_mag_2002_410849.txt-34-0_circled_fic_1973_10569.txt-2907-9,Identical,Circling the globe in slightly different orbits 15 times a || A new concrete road ran up to it and circled it to rejoin itself and fade away into the dun thistle-strewn hills.
Donkey_fic_1987_782034.txt-8660-41_donkey_mag_1963_269445.txt-16-39,Identical,"Well, hell, Marty, "" said Kramer, figuring that, having been a fellow soldier with him in the bullshit skirmish at Reverend Bacon's, he could go on a nickname basis with the dauntless little Irish Donkey, "" the kids || From Beirut last week he cabled his report on a 23-day trek in which he crossed the peaks, plateaus and wadis from Aden to the Saudi Arabian border, traveling a total of 1,000 miles by camel, donkey, car and shoe leather without once leaving royalist-held territory (see map)."
Donkeys_fic_1860_616.txt-1354-0_donkey_fic_1843_7208.txt-12805-16,Identical,"Donkeys, bearing panniers stuffed out with kitchen vegetables, and requiring an ample roadway, roughly shouldered aside the throng. || Just as he turned the corner leading to the door of St. Stephen's, the donkey, fixing his eye steadily on the editor's messenger, would start off at a smart gallop, and, as a matter of course, reach the door several seconds before the messenger, and would immediately commence setting up a portentous bray, as if to give notice to Mr. Grant that more "" copy, "" as it is technically styled, was needed."
Edge_news_2006_604826.txt-2-3_edge_fic_2007_34283.txt-0-19,Identical,"At Canaan's Edge: America in the King Years 1965-68 (Simon &; Schuster, $35), the final volume in Branch's monumental series, is out this week. || @@8283 Chapter One ' MY ANCESTORS WERE COUNTRY SQUIRES ' The village of Hutton Le Moors lies on the edge of the Yorkshire Moors, a dozen miles from the small town of Pickering."
Edges_fic_1845_7103.txt-0-3_edge_fic_1985_10731.txt-8264-5,Identical,"@@104 Covers, Edges and Spine Main text HARRY HAREFOOT. || He pushed it over the edge and leaped after it."
FACE_fic_1982_16205.txt-3401-19_face_mag_1989_486760.txt-91-2,Distantly Related,"FREEZE FRAME on Swann's broadly smiling face: DISSOLVE TO: Section Details 236 CLOSEUP - BENJY 'S FACE He's a little older and he looks a little healthier. || In the face of overwhelming evidence to the contrary, it is a viewpoint so blinkered that it can be ex-plained only by Britain's economic interests in the region."
FICTION_fic_1845_7316.txt-119-9_FICTION_fic_1994_54031.txt-0-3,Identical,"VIEWS &; REVIEWS OF AMERICAN HISTORY, LITERATURE &; FICTION. || @@16031 Section: FICTION In the dream, I arrive at an airbase somewhere twenty years after having flown an airplane."
FICTION_fic_1994_54031.txt-0-3_fiction_nf_2004_746778.txt-6-32,Identical,"@@16031 Section: FICTION In the dream, I arrive at an airbase somewhere twenty years after having flown an airplane. || fiction affords "" (cover of The Corrections) and with the pleasures themselves, indeed so familiar that we rarely enquire into the state of mind that renders such responses to fiction possible."
FICTION_fic_1994_54031.txt-0-3_fictions_fic_1989_14343.txt-309-40,Identical,"@@16031 Section: FICTION In the dream, I arrive at an airbase somewhere twenty years after having flown an airplane. || FIRST GIRL Yet, there is abundant evidence from their songs and cherished traditions that Australian aborigines are by no means destitute of some qualities in which civilized men glory, such as the power of inventing tragic and sarcastic fictions, the thirst for religious mystery, contempt for pain, and reverence for departed friends and ancestors."
FICTION_fic_2002_14169.txt-1008-0_fictions_nf_1845_771333.txt-565-18,Identical,"FICTION FACT 'LL OFTEN ACT OFFICIOUS FACT LEAST I 'LL NEVER BE FICTITIOUS BOTH WE 'VE BEEN BOOKED AT THE PALACEWE 'VE BEEN BOOKED || If set forth only as a novel and pleasing fancy, it may be classed with other ingenious fictions, that are published without a thought of deception."
FICTION_fic_2002_14169.txt-1013-17_fiction_nf_1993_774078.txt-1934-42,Closely Related,"PLEASE, I BEG YA, DO N'T PROVOKE ' IMALL YOU 'LL EVER GET IS HOKUM FICTION WHAT IF I CHANGE THE NAMES A LITTLE? || Against the mobile background of the never completely formalised relations between the law of obscenity and the social policing of pornography, and of the migration of specialist pornography's themes and figures into the circuits of a more generally disseminated educative fiction in the guise of ethical techniques for (sexual) self-improvement, our plan is to review the English Obscene Publications Act of 1959 and the 1960 case in which the new statute was to have received its definitive construction, Regina v. Penguin Books Ltd., popularly known as the trial of Lady Chatterley's Lover."
FICTION_mag_1981_294936.txt-0-4_fiction_nf_1993_774078.txt-1934-42,Identical,"@@294936 Editors ' Choice FICTION: The Book of Laughter and Forgetting, Milan Kundera A Book of Women Poets from Antiquity to Now, edited by Aliki Barnstone and Willis Barnstone The Collected Stories of Eudora Welty, Eudora Welty Crackers, Roy Blount Jr. || Against the mobile background of the never completely formalised relations between the law of obscenity and the social policing of pornography, and of the migration of specialist pornography's themes and figures into the circuits of a more generally disseminated educative fiction in the guise of ethical techniques for (sexual) self-improvement, our plan is to review the English Obscene Publications Act of 1959 and the 1960 case in which the new statute was to have received its definitive construction, Regina v. Penguin Books Ltd., popularly known as the trial of Lady Chatterley's Lover."
FICTION_news_2005_623950.txt-103-0_Fiction_fic_1843_7074.txt-24-28,Identical,"FICTION 72 Hour Hold by Bebe Moore Campbell (Knopf; 319 pages; $24.95): Campbell's novel of a mother and her bipolar daughter navigating mental illness and its social implications in black America. || Let the book pass for what it is worth: if taken for History, it will be thought I had a somewhat remarkable experience, if for Fiction, that I have tolerable Invention; and then my scull will be in the market -- for the booksellers in my lifetime, -- and the Phrenologists afterwards."
