annotation_lbl,category,sentence
Chefs_nf_1977_774125.txt-767-0_chefs_fic_1997_42337.txt-598-17,Identical,"Chefs are exceedingly difficult to translate because they are imprecise about amounts and, since they are speaking to fellow professionals, they may leave out whole operations. || She read and waited for lunch, delicate pasta dishes and risotti, salads and souffles the chefs rustled up for the scholars, their spouses, and lovers."
Circled_fic_1837_8325.txt-1223-14_Circle_mag_2001_370600.txt-17-23,Undecidable,"Thy pleasant spot of birth Is sad without thee, and an ancient head Circled with years and blessings as a crown Bows low with the first pang thou e'er didst cause A father's bosom. || Reynolds Price is the author of more than 30 books, including Kate Vaiden, for which he received the National Book Critics Circle Award in 1986"
Circled_mag_1840_554815.txt-207-38_circled_fic_1845_7162.txt-1633-28,Identical,"lie soon Saw within ken a glorious Angel stand, The same whom John saw also in the sun: His back was turned, but not his brightness hid; Of beaming sunny rays a golden tiar Circled his head, nor less his locks behind Illustrious on his shoulders fledge with wings Lay waving round; on some great charge employed He seemed, or fixed in cogitation deep. "" || A broad-brimmed, low-crowned and long-napped white hat, set forth assuredly to the best advantage his rotund, rubicund, good-humored phiz; a clean white handkerchief circled his sturdy neck, on the volumnious folds of which reposed in placid dignity the mighty collops of his double chin."
Circled_mag_1840_554815.txt-207-38_circling_fic_1845_622.txt-13434-3,Distantly Related,"lie soon Saw within ken a glorious Angel stand, The same whom John saw also in the sun: His back was turned, but not his brightness hid; Of beaming sunny rays a golden tiar Circled his head, nor less his locks behind Illustrious on his shoulders fledge with wings Lay waving round; on some great charge employed He seemed, or fixed in cogitation deep. "" || A wide and circling flame glared on their eyes for a moment, even above the fire of the woods, and a loud report followed."
Circling_fic_1849_2605.txt-638-26_CIRCLING_fic_1968_24505.txt-2485-4,Undecidable,"I love to see him track the street, With his wary eye and active feet; And I often watch him as he springs, Circling the steeples with easy wings, Till across the dial his shade has pass'd, And the belfry edge is gained at last. ' || 411 SKY SHOT - CIRCLING BIRDS Sea gulls are soaring overhead."
Circling_fic_1854_7839.txt-1328-0_circled_fic_1853_7455.txt-645-20,Distantly Related,"Circling mountains, purple beaming, Lured his soul to constant dreaming, -- Ever dreaming, ever scheming, -- On and upward was his gaze. || This Angel, who was once in Heaven above, Whose living heartstrings are a lute; This Star which circled in the Courts of Love, For whose long absence now the rest are mute -- Is here on earth!"
Circling_fic_1961_10405.txt-1211-0_circling_fic_1965_780079.txt-1535-10,Closely Related,"Circling the city, indeed its primary vein of extra-human, by day it thrust the streets back upon their own mortality, miserable or effete. || He did not stop moving, but kept circling, circling, knees bent, in a kind of squat; as he passed the table he seized a bottle by the neck and broke it in half -- crack -- on the table edge, and kept moving."
Donkey_fic_1987_782034.txt-8660-41_donkey_nf_1852_752548.txt-796-22,Undecidable,"Well, hell, Marty, "" said Kramer, figuring that, having been a fellow soldier with him in the bullshit skirmish at Reverend Bacon's, he could go on a nickname basis with the dauntless little Irish Donkey, "" the kids || A lady once told him in jest that her youngest brother, a lad of twelve years old, had called his donkey Braham, in honour of the great singer of that name."
Edge_fic_1995_39362.txt-141-9_edge_fic_1827_7270.txt-1682-46,Undecidable,"It was from her own set, "" Blue Edge. "" || Cradock, when she began, had laid aside a little Greek book, over which he was conning, and had at every new period of her relation given his chair a hitch towards her, till he sat directly before her, on the edge of his chair, his knees pressed close together, and his palms resting upright on them, his head stooped forward, so as to be at right angles with his body, and his parting lips creeping round to his ears, with an expression of complacent wonder."
Edges_fic_1845_7103.txt-0-3_edge_fic_1852_593.txt-3124-19,Undecidable,"@@104 Covers, Edges and Spine Main text HARRY HAREFOOT. || Curious to ascertain this point, I let myself down out of the tree, and going to the edge of the wood, was glad to perceive our herd of cows chewing the cud or grazing not far off."
Edges_fic_1845_7103.txt-0-3_edge_fic_1994_41254.txt-44-18,Undecidable,"@@104 Covers, Edges and Spine Main text HARRY HAREFOOT. || Not a hair on that tail, which was at least two feet long and whipped over the edge of the sink like a wiry piece of rope."
FACE_fic_1982_16205.txt-3401-19_face_mag_1848_524903.txt-319-4,Distantly Related,"FREEZE FRAME on Swann's broadly smiling face: DISSOLVE TO: Section Details 236 CLOSEUP - BENJY 'S FACE He's a little older and he looks a little healthier. || Now, in the face of this doleful strain of complaint, and show of suffering virtue, there is likely, we think, to be found dwelling in the public mind, and finding a voice, too, in public speech, certain significant, and it may be awkward queries, which it were well, perhaps, if the Secretary would prepare himself to answer, that is to say, if he expects to gain much credit for his Popular Appeal against General Scott beyond that of having the ability to maintain a desperate cause with desperate and reckless cunning and ingenuity."
FICTION_mag_1981_294936.txt-0-4_fiction_fic_2007_34420.txt-75-11,Undecidable,"@@294936 Editors ' Choice FICTION: The Book of Laughter and Forgetting, Milan Kundera A Book of Women Poets from Antiquity to Now, edited by Aliki Barnstone and Willis Barnstone The Collected Stories of Eudora Welty, Eudora Welty Crackers, Roy Blount Jr. || As our survey and anthology bear out, many poets and fiction writers are transforming"
FICTION_news_2005_623950.txt-103-0_fiction_fic_1852_9031.txt-646-7,Undecidable,"FICTION 72 Hour Hold by Bebe Moore Campbell (Knopf; 319 pages; $24.95): Campbell's novel of a mother and her bipolar daughter navigating mental illness and its social implications in black America. || erroneous ones at that -- while historical fiction not only presents the skeleton to our view, but clothes upon it flesh and blood and soul, till it warms into being, and shadows forth the form and body of the time. '"
Faces_news_1986_670424.txt-2-0_face_fic_1830_7238.txt-135-81,Undecidable,"Faces 20 Years in Prison // In all, Mr. McLaughlin, a lawyer, faces 20 years in prison and automatic disbarment, although a prison sentence for more than the maximum on one count, 7 years, would be unlikely. || We were close to the door, and I observed that instead of turning to look at me as she did, the man drew up, as if collecting himself, and put his hand upon hers with a strong, though gentle pressure, as it lay upon his arm, and then as I made my bow and passed out of the door, he turned slowly toward me, so that I had full view of his face."
Fiction_fic_1838_7085.txt-189-13_fiction_news_1993_624887.txt-87-7,Undecidable,""" Fierce War, and faithful Love, And Truth severe by fairy Fiction dress'd. "" || There's sex in literary works of fiction, but very few books go directly at what it is. """
Fiction_fic_1849_7192.txt-1173-44_Fiction_fic_2008_36152.txt-213-12,Undecidable,"So much Reality lies along our path -- Reality, vivid and appalling -- Re ality as palpable as is the corpse whose very touch chills you from the hand to the heart -- that we have no time and not much inclination for Fiction. || Library of Congress subject headings for this publication: Women cartoonists -- Fiction."
Fiction_fic_1849_7192.txt-1173-44_fiction_news_2007_643075.txt-41-12,Unrelated,"So much Reality lies along our path -- Reality, vivid and appalling -- Re ality as palpable as is the corpse whose very touch chills you from the hand to the heart -- that we have no time and not much inclination for Fiction. || If this is arguably the most noxious conceit overworked in today's fiction, trust Mr. Ondaatje at least to express it exquisitely."
Fiction_fic_2008_36152.txt-213-12_Fiction_mag_2004_385610.txt-94-8,Undecidable,"Library of Congress subject headings for this publication: Women cartoonists -- Fiction. || How has movie culture changed since "" Pulp Fiction ""?"
Fiction_fic_2009_36789.txt-198-24_fiction_fic_1987_10764.txt-10764-46,Undecidable,"Copyright 2009 by Victoria Christopher Murray Library of Congress subject headings for this publication: Bush, Jasmine Larson (Fictitious character) -- Fiction. || Now he was talking in that excited voice with which he described scenes in his favorite fantastic films and comic books, but with more intensity than she had ever heard before, probably because this was not a story but reality even more amazing than fiction. """
Fiction_mag_1851_555692.txt-245-8_fiction_mag_1965_478439.txt-187-34,Undecidable,"// A book entitled "" Truth Stranger than Fiction, "" which lies at our elhoxv among other books written by ladies, has in some measure influenced the direction of our remarks upon female privilege and authorship. || They don't try to change a novelist into a reporter, or to push a sociologist into the style of a poet; nor do they attempt to "" build "" a natural-born fiction editor into an economist."
Fiction_mag_1999_407438.txt-17-23_fiction_nf_1847_749455.txt-768-53,Undecidable,"But perverse prizes have become the Cannes norm; there hasn't been a truly popular Palme d'Or winner since 1994's Pulp Fiction. || The Peruvian annals may be deemed to show somewhat of the effects of this union, since there is a tinge of the marvellous spread over them down to the very latest period, which, like a mist before the reader's eye, makes it difficult to distinguish between fact and fiction."
Fiction_mag_2004_385610.txt-94-8_fiction_fic_1997_54734.txt-30-10,Undecidable,"How has movie culture changed since "" Pulp Fiction ""? || Other than the occasional sweet but ephemeral release through writing fiction or by attending weekday Mass during summers Outside, my only real peace the time in the mental ward near ' Frisco."
Fiction_mag_2004_385610.txt-94-8_fiction_nf_1997_773614.txt-614-8,Undecidable,"How has movie culture changed since "" Pulp Fiction ""? || You knew what he meant.27 Tunis switched to fiction in 1930 for his first book, a tennis novel called American Girl that sold out its first edition of 3,500 copies, then disappeared for twenty years until it was reborn as a Hollywood film, the generic title changed to Hard, Fast and Beautiful."
Fiction_news_1980_734517.txt-23-0_fiction_mag_1992_397164.txt-52-7,Identical,Fiction five: What the Soviets are doing in Afghanistan is nobody's business but their own and the Afghans '. || This slanderous impression was and is more fiction than fact; other ethnic groups also were deeply involved in vice and rackets.
GAS_fic_2004_780508.txt-903-0_gases_nf_1963_774282.txt-319-18,Undecidable,"GAS STATION -- CONTINUOUS Heroine goes up to the service window with Tubbs and looks inside. || of its surface, and the sharp corners where the nozzle joins obstruct the rapid flow of the gases."
Gas_fic_2002_47816.txt-0-12_gas_fic_2000_38436.txt-63-16,Identical,"@@9816 IN 1961, WHEN I WAS SIX, Sinclair Oil and Gas transferred my father from Midland, Texas, to Roswell, New Mexico. || She wonders whether Saint Jude, like the stove, had his head piped for natural gas."
Gas_mag_2001_408078.txt-1033-13_gas_nf_1843_752682.txt-443-3,Undecidable,"The man with the newspaper is the painter's brother, Rene de Gas; and he might well have been reading the timeless plaint the Picayune published that year: "" Taxes! || The manufacture of gas for lighting, from coal, resin, and oils, stands with us on the same barren ground."
Gas_nf_1845_747909.txt-234-2_gas_nf_1843_747536.txt-758-2,Undecidable,"Analysis of Gas on the Exterior and in the Interior of the Soap Bubble. || A small gas apparatus, the expense of which would be trifling, could be fitted up, and with the refuse stuff from the kitchens of an oily or greasy nature, the entire Edifice its public halls and saloons, as well as its private apartments could be brilliantly lighted."
Graft_fic_1827_7168.txt-307-138_graft_mag_2000_402886.txt-7-40,Undecidable,"becomes apparent, people have to fear nothing more wicked than their own evil minds, the place hath been less regarded, as the other portions of the island are more closely settled; but in the days of the pirate Kid, the sole representative of the famous town of Harlaem in the new world, consisted of one broad long roofed cottage, which indeed, in the consequence of its owner, might have vied with its rival in den bosch, ' -- for suiting to its lofty pretensions, though the building was of one story, and the eaves almost kissed the ground, yet the gable ends soared steeply up like a pyramid, and were both ornamented by points or stairs, in the true style of the Keysar Graft, the Harring Vliet, and the Bompies; from the centre of the mansion arose a sort of structure that appeared like a pigeon house, containing one huge long door, used for the reception of goods, and although at the top of the edifice, was the place || his patient's chest cavity via a tiny video camera mounted at the end of one of the three steel rods, the surgeon performs the delicate task of harvesting a chest artery to be used in a heart bypass graft."
Landing_fic_1988_10768.txt-733-4_lands_mag_1849_525090.txt-128-63,Undecidable,"As well established as Landing was, one was still supposed to report anything unusual on Pern. || taken place within the last thirty years is said to be gre ' * ter than the whole averaqe product of the land of this country, and that increase has been obtained by the application of l'bor to the extent of twenty, forty, eighty, or one hundred shillings per acre; being less than the cost of the wild lands of the West to the settler, if we estimate his actual expenditure from the time he sets out on his pilgrimage until he is enabled to clear and cultivate as much as enables him to obtain subsistence for himself and his family, and 38 Jan., // provide a proper shelter for them."
Landing_nf_1857_753133.txt-293-50_land_mag_2006_385056.txt-36-16,Undecidable,"Dacotah, 12 201 Richmond, 6 207 Monteville, 5 212 Homer, 10 222 Winona, 7 229 Fountain City, 12 241 Mount Vernon, 14 255 Minneiska, 4 259 Alma, 15 274 Wabashaw, 10 284 Nelson's Landing, 3 287 Reed's Landing, 2 289 Foot of Lake Pepin, 2 291 North Pepin, 6 297 Johnstown, 2 299 Lake City, 5 304 Central Point, 2 306 Florence, 3 309 Maiden Rock, 3 312 Westerville, 3 315 Wacouta, 12 327 Red Wing, 6 333 Thing's Landing, 7 340 Diamond bluff, 8 348 Prescott, 13 361 Point Douglass, 1 362 Hastings, 3 365 Grey Cloud, 12 377 Pine Bend, 4 381 Red Rock, 8 389 Kaposia, 3 392 St. Paul, 5 397 The scenery on the upper Mississippi is reputed to be beautiful. || Unlike most of the western parks, which were carved out of vast holdings of federal land, Great Smoky Mountains National Park was stitched together from thousands of small tracts, including farms and villages that had existed for a century or more."
Lands_mag_1859_556807.txt-8-0_land_fic_1854_8328.txt-1758-14,Identical,"Lands and ages are described mainly by the memoirs of their representative men; and it is not events or institutions, but personages, that sustain interest in the narrative. || Go, tourist, where the Genesee, In falling, shakes the solid land!"
Lass_mag_1987_494263.txt-44-14_lasses_fic_2003_29566.txt-57-25,Undecidable,"Just before the Conroys leave, one guest sings a song called "" The Lass of Aughrim. || In another life, he would have laughed aloud at the absurdity of the thin-shouldered seneschal even mentioning such things as manly needs and bare-bottomed lasses."
Lass_news_2001_661933.txt-36-0_lass_news_1985_668689.txt-13-13,Undecidable,"Lass retired in 1971 after 16 years as the school's principal. || SHEENA EASTON, Do You (EMI): Once a demure Scottish lass, Sheena Easton made her commercial mark last year singing about her privates."
Maxim_fic_1998_43273.txt-149-7_maxim_mag_1852_566154.txt-16-15,Undecidable,"Even if she's not in heat Maxim will come to her. || RESPECT yourself, if you wish to be respected by others, "" is a maxim well understood in its application to individuals, and it is no less true when applied to communities."
Maxim_fic_1998_43273.txt-149-7_maxims_nf_1858_753804.txt-772-16,Undecidable,"Even if she's not in heat Maxim will come to her. || If, therefore, the legal provisions of the British Constitution, together with the unwritten maxims by which the conduct of the different political authorities is in fact regulated, did not give to the popular element in the Constitution that substantial supremacy over every department of the government which corresponds to its real power in the country, the Constitution would not possess the stability which characterizes it; either the laws or the unwritten maxims would soon have to be changed."
Maxim_fic_2001_45565.txt-734-5_maxim_mag_1982_326606.txt-3-8,Undecidable,As is seen onscreen while Maxim pans his camera. || A generation of college economics students learned that maxim from the classic textbook by Paul Samuelson.
Maxim_fic_2008_36110.txt-8-26_maxim_news_1961_721978.txt-58-8,Undecidable,"Some days when Em ran up to the drawbridge and saw the kid instead of Deke in the old cane chair outside the gatehouse, reading Maxim or Popular Mechanics rather than The New York Times, she was startled to realize that Saturday had come around again. || This ' is an application of the familiar maxim in statutory construe-1 tion, inelusio unius, exclusio alterius the inclusion of one is/ the exclusion of others. """
Maxim_mag_1998_401996.txt-21-12_maxim_fic_1827_9759.txt-295-13,Undecidable,"We also surveyed more than 100 readers of the men's magazine Maxim who were not reluctant to share their shiver spots. || To rob himself, and spend the spoil upon another is thy sage maxim, it seems, for which, thou deservest to be dubbed a she Solomon, but let's see if thou art as cunning in defending as in coining maxims."
Maxim_mag_2005_427890.txt-12-16_Maxim_fic_1982_780034.txt-1897-16,Undecidable,"They call me a bombshell or a sexpot and they put me on the cover of Maxim. || Kate turned to Dominique and said graciously, "" Would you like to have dinner at Maxim's or? """
Maxim_mag_2005_427890.txt-12-16_Maxim_news_1970_728376.txt-16-54,Undecidable,"They call me a bombshell or a sexpot and they put me on the cover of Maxim. || Russell's self-assessment scanted his lifelong passionate such as Whitehead and Wittgenstein; scientists such as Ein stein, Niels Bohr and Max Born; writers such as P. G. Wodehouse, Joseph Conrad, D. H. Lawrence, E. M. Forster, T. S. Eliot, Ezra Pound, George Bernard Shaw, Maxim Gorky and H. G. Wells; and political figures"
Maxim_mag_2007_388357.txt-26-21_maxim_mag_1853_590163.txt-235-8,Undecidable,"Since I didn't think I'd get much mileage out of such phrases over a candlelight dinner for two at Maxim's or an avant-garde soiree on the Left Bank, I dropped out of "" Conversational French "" and into "" The Stock Market and You "" -a magnet for men, I felt sure. || America; or that, acting on the maxim, that revolutions do not go backward, he had the sagacity to foresee, earlier than others, the successful termination of those struggles; if thus feeling, and thus perceiving, it fell to him to lead the wil1in * or unwilling councils of his country, in her manifestation * of kindness to the new governments, and in her seasonable recognition of their independence; if it be this, which the honorable member imputes to him; if it be this course of public conduct, that he has identified his name with the cause of South American liberty, he ought to be esteemed one of the most fortunate men of the age."
Maxim_news_1998_611613.txt-44-8_maxim_mag_1972_479379.txt-94-25,Undecidable,"His code name in his younger days was Maxim. || He compiled lists of rules for success as given by, among others, Ben Hecht and Bernard Baruch, from whom he copied the maxim, "" A speculator is one who observes the future and acts before it occurs. """
Maxim_nf_1965_774205.txt-1654-7_maxims_fic_1860_2807.txt-342-10,Undecidable,"if Russia is fulfilling her part of Maxim Litvinov's prediction to President Roosevelt that Russia would move toward the || He had, moreover, violated one of his own maxims, in talking incessantly while imbibing his liquor; so she took advantage of the next pause in his conversation to leave the table."
Multitudes_mag_1844_565335.txt-20-0_multitude_mag_1847_524597.txt-9-15,Identical,"Multitudes in various communions are practicing an // 196 Something wanting to the World's Conversion. || Truly, Hooker bath well said, "" He who goeth about to persuade a multitude that they are not so well taught as they ought to be, shall never want attentive and favorable listeners; that which wanteth in the weight of his speech is supplied by the aptness of men's minds to accept and believe it. """
Multitudes_nf_1815_747659.txt-266-0_multitude_fic_1835_7172.txt-7443-3,Distantly Related,"Multitudes of them are chained to the harness with scanty food, and goaded forward to drag the baggage of an army and the thun dering engines of death, until their strength has failed, their breath exhausted, and the kindness they then receive is the lash of the whip or the point of a spear. || raised above the multitude by a consciousness of intellectual force."
PROPS_mag_2003_416114.txt-82-0_props_nf_1834_747938.txt-958-29,Undecidable,"PROPS: A little extra beef in the flex eliminates tip and tail flop. || , in general, than six inches from theground; but so well has the pruning been managed, that all the shoots are nearly vertical -- stakes or props are thus quite unnecessary, and are never used."
PROPS_mag_2005_423713.txt-4-0_Props_news_2005_629366.txt-44-25,Undecidable,"PROPS: Perfect all-mountain ski for the skier who spends a lot of time making arcs. || ... Rapper-turned-actor: Ice-T (real name: Tracy Marrow) Films: New Jack City, Judgment Day, others Commitment level: 5 Props: Between TV and movies, Ice-T has the longest resume of any rapper-actor."
Part_nf_1983_774351.txt-763-6_parts_news_1997_621089.txt-202-25,Undecidable,"After examining the status of the Part 298 regulation, the firm advised Smith any change in Part 298 would probably be challenged in the courts. || He deals with the parts of the uni verse and the whole of the universe, and he theorizes that things that look like separate parts of the universe emerge out of a pool, which he calls the common pool of information."
Parts_fic_1972_10550.txt-2200-0_part_fic_1971_10540.txt-1652-4,Identical,"Parts of it seemedp159to turn faster than other parts, little clusters of discs || He used to be part of a very high commune there, before it got squeezed out by the local Establishment."
Parts_fic_1972_10550.txt-2200-0_part_fic_2002_29279.txt-128-12,Identical,"Parts of it seemedp159to turn faster than other parts, little clusters of discs || She thought this was a peace offering like the necklace, another part of the "" I 'm sorry "" game."
Pin_fic_1823_8520.txt-1332-2_pinned_fic_1977_16209.txt-884-5,Unrelated,"delay, Pin up your aprons, both, and come away. || Next to the phone, pinned to a cork message board with colored plastic drafting pins, are several photos of Read and Rose enjoying happier times."
Pin_fic_1824_7277.txt-354-0_pinning_fic_1826_314.txt-1912-21,Identical,"Pin down the undersheet all around as grandmamma has hers; I feel fidgetty to-night, and a wrinkle would disturb me -- heigho! || Unable longer to foil an enemy so alert and vigilant, he threw his arms about him, and succeeded in pinning the limbs of the other to his side, with an iron grasp, but one that was far too exhausting to himself to continue long."
Pin_fic_1984_10716.txt-8102-0_pinned_fic_1980_780046.txt-3512-5,Identical,"Pin up two of the other X rays, the previous ones, taken of this area of the iliac bone after her cure. || she looked at the watch pinned to her blouse? """
Pin_fic_1984_10716.txt-8102-0_pinned_fic_2009_36992.txt-71-4,Distantly Related,"Pin up two of the other X rays, the previous ones, taken of this area of the iliac bone after her cure. || Thousands more had been pinned down in no-man's-lands between enemy lines, covered by body parts and the dying who cried out for water or their mothers."
Pinned_fic_1960_5656.txt-34-0_pin_fic_2007_52173.txt-382-8,Closely Related,"Pinned or crucified, it was all the same; in crime analysis as in everything these days, personal sense of achievement had been too unsubtly annihilated. || He was frustrated by not being able to pin it down."
Pinned_fic_1960_5656.txt-34-0_pinning_fic_1971_782006.txt-2087-5,Closely Related,"Pinned or crucified, it was all the same; in crime analysis as in everything these days, personal sense of achievement had been too unsubtly annihilated. || A door was opened, pinning her against the stone wall, and a voice said, "" Get in, Mrs. Pollifax. """
Players_news_1997_602128.txt-163-19_player_nf_1834_747621.txt-303-1,Undecidable,"Monday's picks to click Philadelphia: WR Michael Timpson Dallas: TE Eric Bjornson Not so sure hands Players who fumbled on the highest percentage of touches last year, minimum of 100 touches (touches include rush attempts || Every player who is afterwards touched by either of the outside ones, does the like, until the whole be thus touched and taken."
Prop_news_1987_670524.txt-14-125_props_nf_1834_747938.txt-1199-21,Undecidable,"381 **26;25353; 599, 712 **76;25381; Biotech Dev Cp **26;25459; A52, 521 **26;25487; 16, 876 **76;25515; Bird Inc **26;25593; A84, 347 **26;25621; 53, 153 **76;25649; **76;25727; Birmingham Steel Cp **26;25805; A133, 016 **26;25833; 63, 461 **76;25861; Blyvooruitzicht Adr **26;25939; A29, 781 **26;25967; 18, 103 **76;25995; Boatmens Bcshs **26;26073; R52, 932 **26;26101; 32, 562 **76;26129; Bob Evans Farms Inc **26;26207; 58, 102 **26;26235; 40, 094 **76;26263; Bobbie Brooks Inc **26;26341; 27, 555 **26;26369; 8, 239 **76;26397; Brajdas Cp **26;26475; 13, 689 **26;26503; 2, 524 **76;26531; Brand Cos Inc The **26;26609; 66, 721 **26;26637; 21, 788 **76;26665; Bristol Gaming Cp **26;26743; 11, 383 **26;26771; 0 **76;26799; Broken Hill Prop Adr **26;26877; A402, 398 **26;26905; 42 || Notwithstanding the great luxuriance of the vines, and the strength and length of their shoots, still no supports nor props were used."
Prop_news_1994_606785.txt-34-3_props_fic_1854_9230.txt-3826-23,Unrelated,"One can oppose Prop 187 and still be sympathetic to the point that those minority voters made. || His limbs trembled in every joint and rivet, and his teeth, which were not metallic, shook like a set of props."
Prop_news_1994_620045.txt-18-9_prop_fic_1812_8652.txt-1700-8,Unrelated,"but Californians "" will remember in November and pass Prop. || 'd me its brightest hope, its future prop."
Prop_news_1994_620080.txt-34-15_props_nf_1834_747938.txt-225-8,Unrelated,"Even before the ink is dry, independent analysts are projecting huge budget shortfalls if Prop. || from the ground without the aid of /z/ props or stakes."
Rally_mag_1964_247506.txt-0-22_rally_mag_1841_586607.txt-99-25,Distantly Related,"@@247506 Madame Ngo Dinh Nhu, presently residing in Paris, had been invited to the U.S. to address a "" Truth Rally "" sponsored by the Conservative Party club of Flushing, N.Y. || of measures as for another, for one set of principles as for their opposite; and only anxious to take advantage of the brief rally of the "" credit system, "" which they hoped as the consequence of a political revolution, for their relief from their own immediate embarrassments."
Record_fic_1852_2751.txt-6158-10_records_mag_1850_525567.txt-96-26,Undecidable,"The rest of the morning between engrossing deeds and the Record Office. || has lived long enough-he has done enough, and done so successfully, so honorably as to connect himself, for all time, with the records of his country. """
Record_mag_1980_485877.txt-172-10_record_nf_1844_749098.txt-120-5,Undecidable,"But perhaps the most interesting experiment anywhere is The Union Record (Seattle), the labor daily which, on the President's arrival in that city, dared, to the horror of the correspondents accompanying him, || When we look for the record we find but little authority for a faith so confiding, and seemingly so exaggerated."
Record_mag_1980_485877.txt-172-10_records_news_1977_733003.txt-37-85,Undecidable,"But perhaps the most interesting experiment anywhere is The Union Record (Seattle), the labor daily which, on the President's arrival in that city, dared, to the horror of the correspondents accompanying him, || Mr Gould Mr Forrest added, "" It probably wouldn't be of much use The money would have gone to Switzerland or something like that "" Whether the nearly half-million-dollar payment was indeed sent on to a banker in Switzerland who laundered it in some way before it reached Italian government officials or whether it was a completely legitimate operation is a matter the audit committee apparently found no'need to clarify This omission is particularly tantalizing because there reportedly is nothing in Avis's records to indicate a prior letter of agreement for the payment For his part, Mr. Gould, who helped set up Arbourage, said no one had made any inquiries about it, and he added he had never even heard of the audit committee study that was turned over to the SEC Meanwhile, at Avis, much more attention seems to be directed at illicit payments that possibly can"
Records_mag_1985_432223.txt-147-3_record_fic_1819_8009.txt-967-13,Undecidable,"So did Sire Records, which signed her in 1983 at Kamin's urging. || THIS story is not a fiction; -- the principal circumstances stand on record."
Stab_fic_1815_8708.txt-1575-1_stab_fic_1849_7218.txt-3615-37,Undecidable,"Officer Stab, stab, again: but heaven supports my soul To warn thee, O thou Upas of the world, Thou scourge of God -- that soon thy reign will end. || I don't mean to murder myself -- I 'm past that now -- give it me "" -- and snatching it from my hand, he flung down an empty purse, and with a terrific stab, nailed it fast with the dirk to the table. """
