annotation_lbl,category,sentence
Circle_mag_2001_370600.txt-17-23_Circled_mag_1840_554815.txt-207-38,Undecidable,"Reynolds Price is the author of more than 30 books, including Kate Vaiden, for which he received the National Book Critics Circle Award in 1986 || lie soon Saw within ken a glorious Angel stand, The same whom John saw also in the sun: His back was turned, but not his brightness hid; Of beaming sunny rays a golden tiar Circled his head, nor less his locks behind Illustrious on his shoulders fledge with wings Lay waving round; on some great charge employed He seemed, or fixed in cogitation deep. """
Circle_nf_2006_775510.txt-112-0_circling_fic_1964_10451.txt-458-31,Distantly Related,"Circle yes if it is your mother or father or a sibling (if a stepsibling, circle no) // Y / N Did this relative get the disease with a suspected genetic link before age sixty-five? || Lee could not allow anyone to be behind her, and she didn't like to stand against the wall the way the others did, so she had to keep circling relentlessly to "" keep everyone properly placed. """
Circled_fic_1811_8637.txt-163-27_Circled_mag_1840_554815.txt-207-38,Identical,"When brothers are at variance, could they think On one tear a mother shed on them, That woke their slumbers, while their infant arms Circled each other's neck, ' t would surely quench All sparks of strife within their breasts for ever. || lie soon Saw within ken a glorious Angel stand, The same whom John saw also in the sun: His back was turned, but not his brightness hid; Of beaming sunny rays a golden tiar Circled his head, nor less his locks behind Illustrious on his shoulders fledge with wings Lay waving round; on some great charge employed He seemed, or fixed in cogitation deep. """
Circled_fic_1835_8114.txt-434-8_circled_fic_1973_10569.txt-2907-9,Closely Related,"They shall not say that when the fire Circled the hunted herd, his sire Wept like the roebuck when he flies, End note: 1Kb And died as warrior never dies. || A new concrete road ran up to it and circled it to rejoin itself and fade away into the dun thistle-strewn hills."
Circled_fic_1837_8325.txt-1223-14_circling_fic_2001_14559.txt-2980-18,Distantly Related,"Thy pleasant spot of birth Is sad without thee, and an ancient head Circled with years and blessings as a crown Bows low with the first pang thou e'er didst cause A father's bosom. || And all around me people shouting, shouting and something like water rushing in through my head and circling my skull."
Circled_fic_1837_8687.txt-961-1_circling_fic_2001_14559.txt-2980-18,Distantly Related,"Euphas Circled with Christian swords, Stands waiting thy behest! || And all around me people shouting, shouting and something like water rushing in through my head and circling my skull."
Circled_fic_1853_7455.txt-317-9_circled_fic_1989_780083.txt-2098-19,Identical,"So she stood in this Palace of Pleasure, Circled round by the Swans of Delight. || As soon as he got there, a host of white flowers flew up from under his feet and circled above him anxiously like startled pigeons."
Circled_mag_1840_554815.txt-207-38_circle_mag_1971_431814.txt-562-30,Distantly Related,"lie soon Saw within ken a glorious Angel stand, The same whom John saw also in the sun: His back was turned, but not his brightness hid; Of beaming sunny rays a golden tiar Circled his head, nor less his locks behind Illustrious on his shoulders fledge with wings Lay waving round; on some great charge employed He seemed, or fixed in cogitation deep. "" || But, well, let me put it this way: If one is not where one thinks one is, or is misled as to the time required to circle back to a designated spot, then I suppose, in terms of"
Circling_fic_1848_7992.txt-315-50_circling_nf_1849_749269.txt-626-4,Distantly Related,"As the rivers, farthest flowing, In the highest hills have birth; As the banyan, broadest growing, Oftenest bows its head to earth, -- So the noblest minds press onward, Channels far of good to trace; So the largest hearts bend downward, Circling all the human race; Thus, by Iron's aid, pursuing Through the earth their plans of love, Men our Father's will are doing, Here, as angels do above! || he said again, circling back to his favorite maxim."
Circling_fic_1849_2605.txt-638-26_circled_fic_1852_593.txt-1202-17,Closely Related,"I love to see him track the street, With his wary eye and active feet; And I often watch him as he springs, Circling the steeples with easy wings, Till across the dial his shade has pass'd, And the belfry edge is gained at last. ' || Those pleasantly swelling slopes of our farm, descending towards the wide meadows, through which sluggishly circled the brimful tide of the Charles, bathing the long sedges on its hither and farther shores; the broad, sunny gleam over the winding water; that peculiar picturesqueness of the scene where capes and headlands put themselves boldly forth upon the perfect level of the"
Circling_fic_1849_2605.txt-638-26_circling_nf_1849_749269.txt-626-4,Distantly Related,"I love to see him track the street, With his wary eye and active feet; And I often watch him as he springs, Circling the steeples with easy wings, Till across the dial his shade has pass'd, And the belfry edge is gained at last. ' || he said again, circling back to his favorite maxim."
Circling_fic_1852_8028.txt-398-39_circled_fic_1989_780083.txt-2098-19,Distantly Related,"-- Did I not tell you, then, That you were Salem's fairest daughter, That in the field and in the house, by stream And wood and sea-side lonely, I thought of you -- Circling your gentle heart with this same arm, Did I not say, as now I say, and ever, Ever shall, I love you! || As soon as he got there, a host of white flowers flew up from under his feet and circled above him anxiously like startled pigeons."
Circling_fic_1852_8028.txt-398-39_circling_nf_1849_749269.txt-626-4,Distantly Related,"-- Did I not tell you, then, That you were Salem's fairest daughter, That in the field and in the house, by stream And wood and sea-side lonely, I thought of you -- Circling your gentle heart with this same arm, Did I not say, as now I say, and ever, Ever shall, I love you! || he said again, circling back to his favorite maxim."
Circling_fic_1854_7839.txt-1328-0_circling_mag_1822_553415.txt-75-11,Identical,"Circling mountains, purple beaming, Lured his soul to constant dreaming, -- Ever dreaming, ever scheming, -- On and upward was his gaze. || graceful rainbow, now arching over our heads, and now circling in the vapour at our feet, still flew before us as we moved."
Circling_fic_1854_8328.txt-3829-0_circle_fic_1839_8627.txt-1994-11,Identical,"Circling over thy bosom of blue The light, graceful gull was afloat, And gravelly Bluff Point loomed to view From the deck of our beautiful boat. || See how they bear him up upon their wings, And circle him with glory!"
Circling_fic_1984_13602.txt-962-0_circling_nf_1849_749269.txt-626-4,Distantly Related,"Circling SAPPHO while singing, TIMAS, ANACTORIA and CLEIS dress her in the death-gown, as she had dressed ANACTORIA as Aphrodite in Act I. SAPPHO enters the death-cave, where ATTHIS sees her as the figure of Death. || he said again, circling back to his favorite maxim."
Circling_mag_2002_410849.txt-34-0_circling_fic_1849_7230.txt-2441-6,Distantly Related,"Circling the globe in slightly different orbits 15 times a || ye lieges all advance, And circling join in merry Morrice dance. """
Donkey_fic_1852_3726.txt-347-4_donkey_nf_1838_747585.txt-435-20,Identical,"' Call it Stupid Donkey, ' mumbled a voice behind him; and Geoffrey advanced, his mouth as usual full of something besides words. ' || But, tender and delicate as she looked, she would have walked by the side of e2 /z/ her donkey, and tired down the strongest man."
Donkeys_fic_1860_616.txt-1354-0_donkeys_nf_1838_747585.txt-438-30,Identical,"Donkeys, bearing panniers stuffed out with kitchen vegetables, and requiring an ample roadway, roughly shouldered aside the throng. || As she grew up, she went out occasionally alone; and even among the Turks her interesting little figure made her a favourite; and when all the other donkeys were idle, hers was sure to be engaged."
Donkeys_mag_1853_504777.txt-20-0_donkeys_nf_1838_747585.txt-438-30,Identical,"Donkeys brayed, Mexicans chattered, cocks crew, every horse in the corral, or horse-yard, seemed determined to give us his farewell neigh; and amid the almost stunning din I could with difficulty catch the parting words of our host: "" Good-by; never trouble yourselves about the horses -- but take good || As she grew up, she went out occasionally alone; and even among the Turks her interesting little figure made her a favourite; and when all the other donkeys were idle, hers was sure to be engaged."
Edge_news_2006_604826.txt-2-3_edge_fic_2007_34283.txt-0-19,Distantly Related,"At Canaan's Edge: America in the King Years 1965-68 (Simon &; Schuster, $35), the final volume in Branch's monumental series, is out this week. || @@8283 Chapter One ' MY ANCESTORS WERE COUNTRY SQUIRES ' The village of Hutton Le Moors lies on the edge of the Yorkshire Moors, a dozen miles from the small town of Pickering."
FACE_fic_1982_16205.txt-3401-19_face_fic_1853_9040.txt-3170-14,Identical,FREEZE FRAME on Swann's broadly smiling face: DISSOLVE TO: Section Details 236 CLOSEUP - BENJY 'S FACE He's a little older and he looks a little healthier. || She was amiable and good in all ways; the everlasting smile on her face did not belie her heart.
FACE_fic_1982_16205.txt-3401-19_face_news_2004_617201.txt-34-2,Distantly Related,"FREEZE FRAME on Swann's broadly smiling face: DISSOLVE TO: Section Details 236 CLOSEUP - BENJY 'S FACE He's a little older and he looks a little healthier. || In the face of such statistics, researchers are exploring which children seem to survive -- even thrive -- after a divorce."
FICTION_fic_1845_7316.txt-119-9_FICTION_fic_1994_54031.txt-0-3,Identical,"VIEWS &; REVIEWS OF AMERICAN HISTORY, LITERATURE &; FICTION. || @@16031 Section: FICTION In the dream, I arrive at an airbase somewhere twenty years after having flown an airplane."
FICTION_fic_1994_54031.txt-0-3_fiction_nf_2004_746778.txt-6-32,Identical,"@@16031 Section: FICTION In the dream, I arrive at an airbase somewhere twenty years after having flown an airplane. || fiction affords "" (cover of The Corrections) and with the pleasures themselves, indeed so familiar that we rarely enquire into the state of mind that renders such responses to fiction possible."
FICTION_fic_2002_14169.txt-1013-17_fiction_nf_1993_774078.txt-1934-42,Identical,"PLEASE, I BEG YA, DO N'T PROVOKE ' IMALL YOU 'LL EVER GET IS HOKUM FICTION WHAT IF I CHANGE THE NAMES A LITTLE? || Against the mobile background of the never completely formalised relations between the law of obscenity and the social policing of pornography, and of the migration of specialist pornography's themes and figures into the circuits of a more generally disseminated educative fiction in the guise of ethical techniques for (sexual) self-improvement, our plan is to review the English Obscene Publications Act of 1959 and the 1960 case in which the new statute was to have received its definitive construction, Regina v. Penguin Books Ltd., popularly known as the trial of Lady Chatterley's Lover."
FICTION_mag_1974_281789.txt-0-1_fiction_mag_1978_319925.txt-11-20,Identical,"@@281789 FICTION 1-Centennial, Michener (1 last week) 2-The Seven-Per-Cent Solution, Meyer (4) 3-Something Happened, Heller (2) 4-The Pirate, Robbin$ (3) 5-Tinker, Tailor, Soldier, Spy, le Carr (5) 6-The Dogs of War, Forsyfh (7) 7-Harlequin, West (9) 8-Jaws, BencMey (6) 9-The Ebony Tower, Fowles 10-The Glory and the Lightning, Caldwell (8) NONFICTION 1 - All Things Bright and Beautiful, Herriof H; 2-A Bridge Too Far, Ryan (2) 3-Tales of Power, Cosfanedo (3) 4-The Memory Book, Lorayne &; Lucas(5) 5-All the President's Men, Bernstein &; Woodward (4) 6-More Joy, Comfort (7) 7-The Palace Guard, Rather &; Gates (9) 8-The Woman He Loved, Martin (6) 9-Cavett, Cavett &; Porterfield (8) 10-The Bermuda Triangle, Berlitz (10) @ @ || Shaw spent five decades writing big movies and novels (The Young Lions, Lucy Crown) and unprofitable short fiction, because "" in a novel or a play you must be a whole man."
FICTION_mag_1981_294936.txt-0-4_fiction_nf_1993_774078.txt-1934-42,Closely Related,"@@294936 Editors ' Choice FICTION: The Book of Laughter and Forgetting, Milan Kundera A Book of Women Poets from Antiquity to Now, edited by Aliki Barnstone and Willis Barnstone The Collected Stories of Eudora Welty, Eudora Welty Crackers, Roy Blount Jr. || Against the mobile background of the never completely formalised relations between the law of obscenity and the social policing of pornography, and of the migration of specialist pornography's themes and figures into the circuits of a more generally disseminated educative fiction in the guise of ethical techniques for (sexual) self-improvement, our plan is to review the English Obscene Publications Act of 1959 and the 1960 case in which the new statute was to have received its definitive construction, Regina v. Penguin Books Ltd., popularly known as the trial of Lady Chatterley's Lover."
FICTION_news_2005_623950.txt-103-0_Fiction_fic_1843_7074.txt-24-28,Identical,"FICTION 72 Hour Hold by Bebe Moore Campbell (Knopf; 319 pages; $24.95): Campbell's novel of a mother and her bipolar daughter navigating mental illness and its social implications in black America. || Let the book pass for what it is worth: if taken for History, it will be thought I had a somewhat remarkable experience, if for Fiction, that I have tolerable Invention; and then my scull will be in the market -- for the booksellers in my lifetime, -- and the Phrenologists afterwards."
Faces_news_1986_670424.txt-2-0_face_mag_1834_554263.txt-165-90,Closely Related,"Faces 20 Years in Prison // In all, Mr. McLaughlin, a lawyer, faces 20 years in prison and automatic disbarment, although a prison sentence for more than the maximum on one count, 7 years, would be unlikely. || They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers."
Fiction_fic_1832_7054.txt-71-66_fiction_nf_2004_746778.txt-6-32,Identical,"The evening isles of love and loveliness Slept in the soothing solitude, wherein The awful intellect of Rome sought peace In grey philosophy while faction poured Its hydra venom, or conspiracy Walked the thronged Forum, dooming, at a glance, The loftiest to extinction; here the bard Unfolded earth's and heaven's mysteries, Creating the world's creed and Fiction's brow Wreathing with the immortal buds of truth. || fiction affords "" (cover of The Corrections) and with the pleasures themselves, indeed so familiar that we rarely enquire into the state of mind that renders such responses to fiction possible."
Fiction_fic_1838_7085.txt-189-13_fiction_mag_1834_564699.txt-298-31,Identical,""" Fierce War, and faithful Love, And Truth severe by fairy Fiction dress'd. "" || Thus, if we have no royal road to knowledge, we have, what is much more agreeable, a "" primrose path, "" strewed with the flowers of fiction, which leads not only to heaven, but to the summit of every"
Fiction_fic_1848_7193.txt-13420-23_fiction_nf_1993_774078.txt-1934-42,Identical,"To objections like these, I might answer, in a frank and confidential way, my friend: Truth is stranger than Fiction. || Against the mobile background of the never completely formalised relations between the law of obscenity and the social policing of pornography, and of the migration of specialist pornography's themes and figures into the circuits of a more generally disseminated educative fiction in the guise of ethical techniques for (sexual) self-improvement, our plan is to review the English Obscene Publications Act of 1959 and the 1960 case in which the new statute was to have received its definitive construction, Regina v. Penguin Books Ltd., popularly known as the trial of Lady Chatterley's Lover."
Fiction_fic_1849_7192.txt-1173-44_fiction_mag_1965_488192.txt-74-58,Identical,"So much Reality lies along our path -- Reality, vivid and appalling -- Re ality as palpable as is the corpse whose very touch chills you from the hand to the heart -- that we have no time and not much inclination for Fiction. || The revelations of the Twentieth Congress of the Soviet Communist Party threw a glaring light on some of the crevices; yet even the IChrushchey speech posed new questions rather than furnished answers Observing these new conflicts and taking part in them, defining the new questions and searching for answers to them by using the resources of fiction is a thrilling challenge The writer may have a tough time of it; his findings may not agree with official requirements, he may even touch a neuralgic point -- this does not change the writer's duty nor detract from the fascination of the job."
Fiction_fic_1999_28274.txt-275-9_fictions_fic_1989_14343.txt-309-40,Identical,"The use of archetypal myth in the creation of Fiction is the literary equivalent of peddling dope. || FIRST GIRL Yet, there is abundant evidence from their songs and cherished traditions that Australian aborigines are by no means destitute of some qualities in which civilized men glory, such as the power of inventing tragic and sarcastic fictions, the thirst for religious mystery, contempt for pain, and reverence for departed friends and ancestors."
Fiction_news_1980_734517.txt-36-0_Fiction_fic_1845_7183.txt-4153-10,Identical,"Fiction eight: The decision last year to cut off aid to Pakistan, Afghanistan'sneighbor, was justifiable as a measure to prevent Pakistan from developing a nuclear weapon. || Views and Reviews in American History, Literature, &; Fiction, by W. G. Simms."
Fiction_nf_1998_775165.txt-1-31_fiction_mag_1978_319925.txt-11-20,Identical,"by Anthony Trollope // Sophie's Choice by William Styron // Henry and Clara by Thomas Mallon // Underworld by Don DeLillo // Lonesome Dove by Larry McMurtry // 10 Non Fiction Books That Help Us Understand the World // The Decline and Fall of the Roman Empire by Gibbons // The Best and the Brightest by David Halberstam // Lenin's Tomb by David Remnick // Lincoln by David Herbert Douglas // Silent Spring by Rachel Carson // In Cold Blood by Truman Capote // How We Die by Sherwin Nuland // The Unredeemed Captive by John Demos // The Second Sex by Simone de Beauvoir // The Power Broker by Robert || Shaw spent five decades writing big movies and novels (The Young Lions, Lucy Crown) and unprofitable short fiction, because "" in a novel or a play you must be a whole man."
GAS_mag_1966_431725.txt-150-2_gas_fic_2004_49256.txt-152-8,Identical,"CHLORINE NONFLAMMABLE GAS TOXIC Quickly, inspectors from the Chlorine Institute jumped aboard and checked all valves and domes for leaks. || He was alone, lost in a green gas world of silence forever."
Gas_fic_1853_9200.txt-2512-29_gas_nf_1853_748464.txt-606-21,Identical,"To which the youth replied by thrusting his tongue into one cheek, closing one eye in an indescribable manner, and repeating, emphatically the monosyllable, "" Gas! "" || On the application of the heat from a spirit lamp to the bottom of the flask, a current of chlorine gas will be disengaged, and pass into the bromine, when it readily combines, and gives off a vapor, which, when condensed in the third vessel, forms a volatile yellowish-red liquid."
Gas_fic_2002_47816.txt-0-12_gas_nf_1848_747893.txt-3400-18,Closely Related,"@@9816 IN 1961, WHEN I WAS SIX, Sinclair Oil and Gas transferred my father from Midland, Texas, to Roswell, New Mexico. || I have never noticed any effect produced upon the foliage of tree or herb from the odor or gas arising therefrom."
Gas_news_1962_722833.txt-43-7_gases_mag_1992_395995.txt-193-16,Identical,"G. P. Garver, president of Natural Gas Pipeline Co. of America, which serves Chicago, says the backlog of applicants for gas in 1960 ran between 250,000 and 300,000. "" || Neither gas respects landfill boundaries: tests done in California have shown that illegal levels of gases accumulate not only over landfills but over nearby residential areas as well."
Gas_nf_1845_747909.txt-234-2_gases_nf_1843_752682.txt-216-4,Identical,"Analysis of Gas on the Exterior and in the Interior of the Soap Bubble. || This property of absorbing gases varies with different kinds of charcoal: it is possessed in a higher degree by those containing the most pores, i.e. where the pores are finer; and in a lower degree in the more spongy kinds, i.e. where the pores are larger."
Gas_nf_1997_773513.txt-409-18_gas_nf_1848_747893.txt-3400-18,Closely Related,"Such large power utilities as Pacific Gas and Electric, Con Ed, and Public Service Electric and Gas each paid their chairmen less than $1 million in 1994. || I have never noticed any effect produced upon the foliage of tree or herb from the odor or gas arising therefrom."
Graft_fic_1827_7168.txt-307-138_graft_mag_1976_291145.txt-21-13,Undecidable,"becomes apparent, people have to fear nothing more wicked than their own evil minds, the place hath been less regarded, as the other portions of the island are more closely settled; but in the days of the pirate Kid, the sole representative of the famous town of Harlaem in the new world, consisted of one broad long roofed cottage, which indeed, in the consequence of its owner, might have vied with its rival in den bosch, ' -- for suiting to its lofty pretensions, though the building was of one story, and the eaves almost kissed the ground, yet the gable ends soared steeply up like a pyramid, and were both ornamented by points or stairs, in the true style of the Keysar Graft, the Harring Vliet, and the Bompies; from the centre of the mansion arose a sort of structure that appeared like a pigeon house, containing one huge long door, used for the reception of goods, and although at the top of the edifice, was the place || Among its first official acts was the appointment of a committee to probe graft."
Graft_fic_1827_7168.txt-307-138_grafts_mag_1851_566097.txt-140-28,Undecidable,"becomes apparent, people have to fear nothing more wicked than their own evil minds, the place hath been less regarded, as the other portions of the island are more closely settled; but in the days of the pirate Kid, the sole representative of the famous town of Harlaem in the new world, consisted of one broad long roofed cottage, which indeed, in the consequence of its owner, might have vied with its rival in den bosch, ' -- for suiting to its lofty pretensions, though the building was of one story, and the eaves almost kissed the ground, yet the gable ends soared steeply up like a pyramid, and were both ornamented by points or stairs, in the true style of the Keysar Graft, the Harring Vliet, and the Bompies; from the centre of the mansion arose a sort of structure that appeared like a pigeon house, containing one huge long door, used for the reception of goods, and although at the top of the edifice, was the place || Wherever there is an old pear tree, bearing those miserable representations of that fruit, that we see in most of our country towns, a few grafts of fine varieties put into its top, will in two or three years bear such specimens as can not be excelled for beauty and flavor."
Graft_mag_2000_413181.txt-288-10_grafts_nf_1858_747890.txt-606-43,Undecidable,"For further reading, try: Eureka: Gold, Graft and Grievances, by B. and B. || It would be more nearly correct to say, that the, duration of a variety is limited more or less by that of its original, and that any inherent disease in it will be continued, in all its buds and grafts, although the superior vitality of the stock may mitigate its virulence, or protract its dormant period."
Graft_nf_1999_774959.txt-51-1_graft_mag_1976_291145.txt-21-13,Identical,"// Graft, gambling, and prostitution were not Port Arthur's only distinguishing features. || Among its first official acts was the appointment of a committee to probe graft."
Grafts_nf_1848_747893.txt-2589-0_graft_fic_1974_13208.txt-891-12,Unrelated,"Grafts often bear some fine clusters the first season of growth, and pretty considerably the second. "" || PAUL We try to live with lies and corruption and fraud and graft and violence and exploitation and."
Grafts_nf_1850_747863.txt-404-1_graft_nf_1980_774261.txt-641-30,Unrelated,"/z/ Grafts which have become dry, may be restored if the moisture is applied so gradually that its absorption may re quire several weeks. || Lung transplants done in 32 patients during the last ten years have been quite disappointing, with only 3 patients living for more than thirty days | with a functioning graft."
Land_mag_2001_412021.txt-135-8_land_fic_1980_782022.txt-1850-13,Distantly Related,"The investigators began quizzing him about the Holy Land Foundation. || All the intelligence I had of him, from his house and his land and his train and his resident poets, had not prepared me for the impel sonal force of him, the frightening freedom of him."
Landing_fic_1988_10768.txt-733-4_lands_nf_1833_747716.txt-366-18,Undecidable,"As well established as Landing was, one was still supposed to report anything unusual on Pern. || those sections, his conclusion was, that the ordinance contained no authority to a sub-delegate to grant lands in reward of any other services, of which description were those rendered by Soulard."
